,species,elevation,soil_type,sepal_length,sepal_width,petal_length,petal_width,sepal_area,petal_area,sepal_aspect_ratio,petal_aspect_ratio,petal_curvature_mm,petal_texture_trichomes_per_mm2,leaf_area_cm2
713,versicolor,low,sandy,high,low,medium,medium,low,medium,high,low,medium,medium,medium
714,versicolor,medium,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low
715,versicolor,low,sandy,medium,low,medium,medium,low,medium,medium,low,medium,medium,low
716,versicolor,high,clay,low,low,medium,medium,low,medium,medium,low,medium,medium,high
717,versicolor,low,sandy,medium,low,medium,medium,low,medium,medium,low,low,medium,medium
718,versicolor,low,sandy,medium,low,medium,medium,low,medium,high,low,medium,medium,medium
719,versicolor,medium,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,high,low
720,versicolor,low,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
721,versicolor,low,sandy,medium,low,medium,medium,medium,low,medium,low,medium,medium,medium
722,versicolor,low,sandy,medium,low,medium,medium,low,medium,high,low,medium,medium,low
723,versicolor,medium,sandy,medium,medium,medium,medium,high,medium,low,low,medium,medium,high
724,versicolor,medium,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
725,versicolor,high,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
726,versicolor,high,loamy,medium,low,medium,medium,low,medium,medium,low,medium,medium,medium
727,versicolor,medium,loamy,medium,low,medium,medium,low,medium,medium,low,medium,medium,low
728,versicolor,medium,clay,high,high,medium,medium,high,medium,low,low,medium,medium,medium
729,versicolor,low,clay,medium,medium,medium,medium,high,medium,medium,low,medium,medium,medium
730,versicolor,high,loamy,medium,medium,medium,medium,low,medium,medium,low,medium,medium,medium
731,versicolor,low,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,high,high
732,versicolor,low,sandy,high,low,high,medium,low,medium,high,low,medium,medium,low
733,versicolor,high,sandy,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium
734,versicolor,medium,loamy,low,low,medium,medium,low,medium,medium,low,medium,medium,low
735,versicolor,low,loamy,high,low,high,medium,medium,medium,medium,low,medium,low,medium
736,versicolor,low,clay,medium,low,medium,medium,low,medium,high,low,medium,medium,medium
737,versicolor,high,clay,medium,medium,medium,medium,high,medium,medium,low,medium,medium,medium
738,versicolor,high,loamy,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium
739,versicolor,high,loamy,medium,low,medium,medium,low,medium,high,low,medium,medium,low
740,versicolor,medium,sandy,medium,low,medium,medium,low,medium,high,low,low,medium,high
741,versicolor,medium,sandy,medium,low,medium,medium,low,medium,high,low,medium,medium,high
742,versicolor,high,clay,low,medium,medium,medium,low,medium,low,low,medium,medium,medium
743,versicolor,high,sandy,medium,low,medium,medium,low,medium,high,low,low,low,medium
744,versicolor,low,clay,high,medium,medium,medium,high,medium,medium,low,low,medium,high
745,versicolor,high,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
746,versicolor,low,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
747,versicolor,low,sandy,high,low,medium,medium,medium,medium,high,low,medium,low,medium
748,versicolor,high,loamy,low,low,medium,medium,low,medium,medium,low,medium,low,low
749,versicolor,medium,loamy,medium,low,medium,medium,low,medium,medium,low,low,medium,medium
750,versicolor,high,sandy,medium,medium,medium,medium,low,low,medium,low,medium,medium,low
751,versicolor,low,loamy,high,low,medium,medium,low,medium,high,low,medium,medium,medium
752,versicolor,medium,clay,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium
753,versicolor,high,loamy,medium,medium,medium,medium,medium,medium,low,low,low,medium,medium
754,versicolor,high,sandy,medium,low,medium,low,low,low,medium,medium,medium,medium,medium
755,versicolor,low,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
756,versicolor,medium,clay,medium,medium,medium,medium,high,medium,medium,low,medium,high,medium
757,versicolor,medium,clay,low,medium,medium,medium,low,medium,low,low,medium,medium,medium
758,versicolor,low,sandy,medium,low,medium,medium,medium,medium,medium,low,medium,high,medium
759,versicolor,high,sandy,low,low,medium,medium,low,medium,medium,low,medium,medium,medium
760,versicolor,high,sandy,medium,low,medium,medium,low,medium,medium,low,medium,low,medium
761,versicolor,low,clay,high,medium,medium,medium,high,medium,medium,low,medium,medium,high
762,versicolor,low,loamy,low,low,medium,medium,low,medium,medium,low,medium,medium,low
763,versicolor,low,loamy,high,low,medium,medium,medium,medium,high,low,medium,low,medium
764,versicolor,high,sandy,low,low,medium,medium,low,medium,medium,low,medium,medium,high
765,versicolor,low,loamy,medium,low,medium,medium,low,medium,medium,low,medium,medium,medium
766,versicolor,medium,loamy,high,low,medium,medium,medium,medium,medium,low,medium,medium,low
767,versicolor,medium,sandy,low,low,medium,medium,low,medium,medium,low,medium,low,medium
768,versicolor,medium,sandy,low,low,medium,medium,low,medium,medium,low,medium,medium,medium
769,versicolor,low,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low
770,versicolor,low,clay,low,low,high,medium,low,medium,medium,low,medium,low,high
771,versicolor,high,clay,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium
772,versicolor,high,clay,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium
773,versicolor,high,loamy,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium
774,versicolor,low,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low
775,versicolor,low,clay,high,medium,medium,medium,high,medium,medium,low,medium,medium,low
776,versicolor,medium,clay,low,medium,medium,medium,medium,medium,low,low,medium,medium,low
777,versicolor,low,sandy,medium,low,medium,medium,low,medium,high,medium,medium,medium,medium
778,versicolor,high,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
779,versicolor,medium,loamy,medium,medium,medium,medium,high,medium,medium,low,medium,medium,medium
780,versicolor,low,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low
781,versicolor,high,loamy,low,medium,medium,medium,low,medium,low,low,medium,medium,medium
782,versicolor,high,sandy,medium,low,medium,medium,low,medium,medium,low,medium,medium,high
783,versicolor,low,sandy,medium,low,medium,medium,low,medium,high,low,medium,medium,medium
784,versicolor,medium,loamy,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium
785,versicolor,low,clay,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
786,versicolor,medium,loamy,medium,low,high,medium,low,medium,medium,low,medium,medium,low
787,versicolor,low,sandy,high,low,medium,medium,low,medium,high,low,medium,medium,medium
788,versicolor,medium,clay,low,low,low,medium,low,medium,medium,low,medium,medium,medium
789,versicolor,high,loamy,medium,low,medium,medium,medium,medium,medium,low,low,medium,low
790,versicolor,medium,clay,medium,medium,medium,medium,low,medium,medium,low,medium,medium,medium
791,versicolor,low,clay,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium
792,versicolor,medium,sandy,low,low,medium,medium,low,medium,medium,low,medium,medium,medium
793,versicolor,medium,clay,medium,low,medium,medium,low,medium,medium,low,low,medium,medium
794,versicolor,high,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
795,versicolor,medium,clay,low,medium,medium,medium,low,medium,low,low,low,medium,medium
796,versicolor,low,clay,medium,high,medium,medium,medium,medium,low,low,medium,low,medium
797,versicolor,low,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,high
798,versicolor,high,sandy,low,low,high,medium,low,medium,high,medium,medium,low,medium
799,versicolor,low,sandy,medium,low,medium,medium,low,medium,medium,medium,medium,high,medium
800,virginica,high,loamy,high,medium,high,high,high,high,medium,low,medium,low,medium
801,virginica,low,loamy,medium,medium,high,high,medium,high,medium,low,high,low,medium
802,virginica,low,sandy,high,low,high,high,medium,high,high,low,high,low,high
803,virginica,medium,clay,high,high,high,high,high,high,low,low,high,low,high
804,virginica,high,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
805,virginica,high,clay,high,medium,medium,high,high,high,medium,low,medium,low,medium
806,virginica,low,loamy,medium,medium,high,medium,high,high,medium,low,medium,low,medium
807,virginica,medium,sandy,high,low,high,medium,low,high,high,low,high,low,high
808,virginica,low,clay,medium,medium,high,high,medium,high,low,low,high,low,medium
809,virginica,medium,clay,high,high,high,high,high,high,low,low,high,low,high
810,virginica,medium,loamy,low,medium,high,high,medium,high,low,low,high,low,high
811,virginica,high,clay,high,medium,medium,high,medium,high,medium,low,low,medium,medium
812,virginica,high,loamy,high,medium,high,medium,high,medium,medium,low,high,low,medium
813,virginica,medium,sandy,high,low,high,high,medium,high,high,low,medium,low,medium
814,virginica,medium,clay,high,high,medium,high,high,high,medium,low,medium,low,high
815,virginica,high,loamy,medium,high,high,high,high,high,low,low,medium,low,high
816,virginica,high,clay,medium,medium,high,high,medium,high,medium,low,medium,low,high
817,virginica,low,loamy,high,low,high,high,medium,high,high,low,medium,low,high
818,virginica,low,loamy,medium,medium,high,high,high,high,medium,low,high,low,medium
819,virginica,medium,loamy,high,medium,high,high,high,high,medium,low,medium,medium,high
820,virginica,low,sandy,low,low,high,medium,low,high,medium,low,high,low,high
821,virginica,low,clay,high,medium,high,high,high,high,medium,low,high,low,high
822,virginica,low,sandy,high,low,high,medium,low,medium,high,low,medium,low,high
823,virginica,medium,loamy,medium,low,high,high,low,high,medium,low,high,low,high
824,virginica,low,loamy,medium,medium,high,medium,high,high,medium,low,medium,low,high
825,virginica,low,sandy,high,low,high,medium,low,medium,high,low,high,low,high
826,virginica,low,sandy,high,low,high,high,medium,high,high,low,high,low,high
827,virginica,high,clay,medium,medium,high,high,medium,high,low,low,high,medium,high
828,virginica,high,loamy,medium,medium,high,medium,medium,high,medium,low,high,low,medium
829,virginica,medium,sandy,high,medium,high,medium,high,medium,medium,low,high,low,medium
830,virginica,medium,loamy,low,medium,high,high,low,high,medium,low,high,low,high
831,virginica,high,loamy,medium,low,high,high,medium,high,medium,low,high,low,medium
832,virginica,low,clay,high,low,high,high,medium,high,high,low,high,low,medium
833,virginica,low,clay,high,medium,high,high,high,high,high,low,medium,low,high
834,virginica,low,clay,high,high,medium,high,high,high,low,low,high,low,medium
835,virginica,low,sandy,medium,medium,high,medium,medium,high,medium,low,medium,low,high
836,virginica,medium,loamy,high,high,high,high,high,high,medium,low,high,low,high
837,virginica,high,sandy,medium,low,high,medium,low,medium,high,low,medium,low,medium
838,virginica,medium,sandy,medium,low,high,high,low,high,high,low,high,low,high
839,virginica,medium,clay,high,medium,high,medium,medium,high,medium,low,high,low,medium
840,virginica,high,loamy,low,low,medium,medium,low,medium,medium,low,high,low,high
841,virginica,low,loamy,medium,medium,high,high,medium,high,medium,low,medium,low,high
842,virginica,low,clay,high,medium,high,high,medium,high,medium,low,high,low,high
843,virginica,medium,loamy,low,low,high,high,low,high,medium,low,medium,medium,medium
844,virginica,medium,clay,high,medium,high,high,high,high,medium,low,high,low,high
845,virginica,low,sandy,high,low,high,high,medium,high,high,low,high,low,high
846,virginica,medium,sandy,medium,low,high,medium,low,high,medium,low,high,low,medium
847,virginica,medium,clay,low,medium,high,high,low,high,medium,low,high,low,high
848,virginica,high,sandy,high,low,high,medium,low,high,high,low,high,medium,high
849,virginica,medium,sandy,high,low,high,high,medium,high,high,low,high,low,medium
850,virginica,low,clay,high,medium,high,high,high,high,medium,low,high,low,medium
851,virginica,low,sandy,high,low,high,medium,medium,medium,high,medium,high,low,high
852,virginica,medium,loamy,medium,medium,medium,high,medium,high,medium,low,high,low,high
853,virginica,low,sandy,medium,low,high,medium,medium,high,high,low,high,low,medium
854,virginica,high,clay,medium,medium,high,high,medium,high,medium,low,medium,low,medium
855,virginica,medium,loamy,high,medium,high,high,high,high,medium,low,high,low,medium
856,virginica,low,loamy,high,medium,medium,high,high,high,medium,low,high,low,medium
857,virginica,high,sandy,high,medium,high,high,medium,high,medium,low,high,low,medium
858,virginica,medium,loamy,high,medium,high,high,high,high,medium,low,high,low,medium
859,virginica,low,clay,medium,medium,high,high,high,high,low,low,medium,low,high
860,virginica,high,loamy,high,high,high,high,high,high,medium,low,high,low,high
861,virginica,high,sandy,medium,low,high,medium,low,medium,high,low,high,low,medium
862,virginica,high,sandy,medium,low,medium,medium,low,medium,high,low,high,low,high
863,virginica,low,loamy,low,high,high,high,medium,high,low,low,high,low,medium
864,virginica,medium,clay,medium,medium,high,high,medium,high,medium,low,high,low,high
865,virginica,high,clay,medium,high,high,high,high,high,medium,low,high,low,high
866,virginica,low,sandy,high,low,high,medium,medium,medium,high,low,high,low,medium
867,virginica,low,sandy,high,low,high,high,medium,high,high,low,high,medium,high
868,virginica,high,clay,medium,medium,high,high,medium,high,medium,low,medium,low,medium
869,virginica,low,loamy,high,medium,high,medium,high,high,medium,low,high,low,medium
870,virginica,high,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
871,virginica,medium,loamy,high,medium,medium,high,high,high,medium,low,high,low,high
872,virginica,medium,loamy,medium,medium,high,medium,medium,medium,medium,low,high,low,medium
873,virginica,low,clay,high,high,high,high,high,high,medium,low,medium,low,medium
874,virginica,high,sandy,medium,low,high,medium,low,high,high,low,high,low,high
875,virginica,medium,sandy,high,low,high,medium,medium,high,high,low,high,medium,high
876,virginica,medium,loamy,high,medium,high,high,medium,high,medium,low,high,low,high
877,virginica,high,clay,high,medium,high,high,high,high,medium,low,medium,low,high
878,virginica,high,clay,high,medium,high,medium,high,high,medium,low,high,low,high
879,virginica,high,loamy,high,low,medium,high,low,medium,high,low,medium,low,medium
880,virginica,medium,loamy,medium,medium,high,medium,medium,medium,low,low,high,low,high
881,virginica,medium,loamy,high,high,high,medium,high,medium,medium,low,medium,low,medium
882,virginica,high,sandy,high,medium,medium,medium,high,medium,high,low,high,low,high
883,virginica,medium,loamy,high,medium,high,medium,high,medium,medium,low,high,low,high
884,virginica,low,sandy,high,low,high,medium,medium,high,high,low,high,low,high
885,virginica,low,clay,high,medium,high,high,high,high,high,low,high,low,high
886,virginica,high,clay,high,high,high,high,high,high,low,low,high,low,medium
887,virginica,medium,sandy,medium,low,high,medium,low,medium,high,low,high,low,medium
888,virginica,medium,sandy,low,low,high,high,low,high,medium,low,high,medium,high
889,virginica,medium,sandy,medium,low,high,medium,low,high,high,low,high,low,medium
890,virginica,low,sandy,low,medium,high,medium,low,high,medium,low,high,low,high
891,virginica,medium,loamy,high,medium,high,high,high,high,medium,low,high,low,high
892,virginica,low,clay,high,high,high,high,high,high,medium,low,high,low,high
893,virginica,medium,loamy,medium,medium,high,high,medium,high,medium,low,high,low,high
894,virginica,medium,sandy,medium,low,high,medium,low,medium,high,low,high,low,high
895,virginica,medium,loamy,high,low,high,high,medium,high,high,low,medium,low,high
896,virginica,high,loamy,medium,low,high,medium,low,medium,medium,low,high,low,medium
897,virginica,high,clay,high,medium,high,high,high,high,medium,low,high,low,low
898,virginica,high,loamy,high,medium,high,medium,high,high,medium,low,medium,medium,high
899,virginica,low,clay,high,medium,high,high,high,high,medium,low,high,low,high
900,virginica,low,sandy,high,low,high,medium,high,medium,high,low,high,low,high
901,virginica,medium,loamy,medium,medium,high,high,medium,high,low,low,high,low,medium
902,virginica,high,sandy,medium,low,medium,medium,low,medium,high,low,high,low,medium
903,virginica,high,clay,high,medium,high,high,high,high,medium,low,medium,low,high
904,virginica,high,sandy,high,low,medium,medium,medium,medium,high,low,high,low,high
905,virginica,low,sandy,medium,low,high,high,low,high,medium,low,high,low,high
906,virginica,medium,clay,medium,high,high,high,high,high,low,low,high,low,high
907,virginica,medium,sandy,high,low,medium,medium,medium,medium,high,low,high,low,medium
908,virginica,low,sandy,high,low,high,high,medium,high,high,low,high,low,high
909,virginica,low,sandy,high,low,high,high,medium,high,high,low,high,low,high
910,virginica,high,loamy,medium,medium,high,high,medium,high,medium,low,high,low,medium
911,virginica,low,sandy,high,low,high,medium,medium,high,high,low,high,low,high
912,virginica,low,clay,high,high,high,high,high,high,medium,low,high,low,high
913,virginica,low,loamy,high,medium,high,high,high,high,medium,low,high,low,high
914,virginica,high,loamy,medium,high,high,medium,high,medium,low,low,high,low,medium
915,virginica,medium,clay,high,medium,medium,high,high,high,medium,low,medium,low,high
916,virginica,high,sandy,high,low,high,medium,medium,medium,high,low,medium,low,medium
917,virginica,high,loamy,high,medium,high,high,high,high,medium,low,high,low,high
918,virginica,medium,loamy,high,medium,high,high,high,high,medium,low,high,low,high
919,virginica,medium,loamy,high,medium,high,high,high,high,medium,low,high,low,medium
920,virginica,low,sandy,high,medium,high,high,medium,high,medium,low,high,low,medium
921,virginica,low,loamy,high,medium,high,high,high,high,high,low,high,low,high
922,virginica,high,clay,high,high,high,high,high,high,medium,low,high,low,medium
923,virginica,high,sandy,high,low,high,high,low,high,high,low,high,low,medium
924,virginica,medium,clay,high,medium,high,high,high,high,medium,low,medium,low,medium
925,virginica,medium,clay,medium,medium,high,high,medium,high,medium,low,high,low,high
926,virginica,medium,loamy,medium,medium,high,high,high,high,low,low,medium,low,high
927,virginica,low,loamy,medium,low,high,high,low,high,medium,low,high,low,medium
928,virginica,low,loamy,high,medium,high,medium,high,high,high,low,high,low,high
929,virginica,low,clay,high,medium,high,high,high,high,medium,low,high,low,high
930,virginica,low,sandy,medium,low,high,high,low,high,high,low,high,low,medium
931,virginica,high,loamy,high,medium,medium,high,high,high,medium,low,medium,low,medium
932,virginica,low,loamy,high,low,high,medium,medium,medium,high,low,high,medium,high
933,virginica,low,clay,high,medium,medium,high,high,high,medium,low,medium,low,high
934,virginica,medium,sandy,medium,low,high,high,low,high,high,low,high,low,medium
935,virginica,high,clay,high,medium,medium,high,high,high,medium,low,high,low,high
936,virginica,low,loamy,low,medium,high,high,medium,high,low,low,high,low,high
937,virginica,low,clay,medium,medium,high,high,high,high,medium,low,high,low,low
938,virginica,medium,loamy,medium,low,high,high,low,high,high,low,high,low,medium
939,virginica,high,sandy,high,low,high,high,medium,high,high,low,high,low,high
940,virginica,medium,clay,medium,medium,high,high,high,high,low,low,high,low,high
941,virginica,high,loamy,medium,medium,high,high,medium,high,low,low,high,low,high
942,virginica,high,loamy,high,low,high,medium,medium,high,high,low,medium,low,high
943,virginica,high,loamy,low,medium,medium,medium,medium,medium,low,low,medium,low,high
944,virginica,medium,loamy,low,medium,medium,medium,low,medium,low,low,high,low,high
945,virginica,medium,clay,medium,medium,high,high,medium,high,medium,low,high,low,high
946,virginica,low,loamy,high,low,high,high,medium,high,high,low,high,low,high
947,virginica,high,clay,high,medium,high,high,high,high,medium,low,medium,low,high
948,virginica,medium,loamy,high,medium,high,high,medium,high,medium,low,high,low,high
949,virginica,low,clay,medium,medium,high,high,medium,high,medium,low,high,low,medium
950,virginica,high,clay,medium,medium,medium,high,medium,medium,low,low,high,medium,high
951,virginica,low,loamy,high,low,high,high,low,high,high,low,high,low,medium
952,virginica,medium,loamy,medium,medium,high,high,medium,high,medium,low,high,low,medium
953,virginica,medium,loamy,medium,low,high,high,low,high,medium,low,high,low,high
954,virginica,medium,loamy,medium,low,medium,high,low,high,medium,low,high,low,medium
955,virginica,high,sandy,medium,low,high,high,medium,high,high,low,high,low,medium
956,virginica,low,loamy,medium,medium,high,high,medium,high,medium,low,high,low,high
957,virginica,medium,loamy,medium,medium,high,high,medium,high,medium,low,high,low,high
958,virginica,medium,loamy,medium,medium,high,medium,medium,high,medium,low,high,medium,high
959,virginica,medium,clay,medium,medium,high,high,medium,high,low,low,high,low,medium
960,virginica,high,loamy,high,low,medium,medium,medium,medium,high,low,medium,low,high
961,virginica,medium,clay,high,medium,high,high,high,high,medium,low,medium,low,high
962,virginica,medium,clay,medium,medium,high,high,high,high,low,low,high,low,high
963,virginica,low,clay,high,medium,high,high,high,high,medium,low,high,low,high
964,virginica,high,clay,medium,medium,medium,high,medium,high,medium,low,high,low,high
965,virginica,medium,sandy,high,low,high,medium,medium,medium,high,low,high,low,high
966,virginica,high,loamy,high,high,high,high,high,high,medium,low,high,low,high
967,virginica,low,clay,medium,medium,high,high,medium,high,medium,low,high,medium,high
968,virginica,low,loamy,medium,medium,high,medium,high,medium,medium,low,high,low,high
969,virginica,medium,clay,low,medium,high,high,medium,high,low,low,high,low,high
970,virginica,high,sandy,low,low,high,high,low,high,medium,low,high,low,high
971,virginica,medium,clay,low,medium,high,high,low,high,low,low,high,low,medium
972,virginica,high,loamy,high,medium,high,high,high,high,medium,low,high,low,high
973,virginica,medium,loamy,medium,medium,high,medium,high,medium,low,low,high,low,high
974,virginica,medium,sandy,high,low,high,high,medium,high,medium,low,medium,low,high
975,virginica,low,loamy,high,low,high,high,high,high,high,low,high,medium,high
976,virginica,high,loamy,high,low,high,high,medium,high,high,low,high,low,high
977,virginica,low,clay,medium,medium,high,high,medium,high,low,low,high,low,medium
978,virginica,high,loamy,low,medium,high,high,medium,high,medium,low,high,low,high
979,virginica,high,clay,high,medium,high,high,high,high,medium,low,high,low,medium
980,virginica,high,sandy,medium,low,high,medium,low,high,high,low,medium,low,medium
981,virginica,medium,loamy,high,medium,high,high,high,high,medium,low,high,low,medium
982,virginica,high,clay,high,high,medium,high,high,high,low,low,medium,low,high
983,virginica,high,loamy,high,medium,high,high,medium,high,medium,low,medium,low,high
984,virginica,low,clay,high,medium,high,high,medium,high,medium,low,high,low,high
985,virginica,medium,sandy,medium,low,high,high,low,high,high,low,high,low,high
986,virginica,low,clay,high,medium,high,high,high,high,medium,low,high,low,high
987,virginica,medium,loamy,high,low,high,medium,medium,high,medium,low,high,low,medium
988,virginica,low,clay,medium,medium,high,high,medium,high,medium,low,high,low,high
989,virginica,low,loamy,high,medium,high,high,high,high,medium,low,high,low,high
990,virginica,medium,sandy,high,low,high,high,medium,high,high,low,high,low,high
991,virginica,medium,clay,high,low,medium,high,medium,high,high,low,medium,low,medium
992,virginica,medium,loamy,medium,low,high,high,low,high,medium,low,medium,low,medium
993,virginica,low,loamy,high,medium,high,high,high,high,medium,low,high,low,high
994,virginica,medium,loamy,high,low,high,high,medium,high,high,low,high,low,high
995,virginica,low,clay,high,medium,high,high,high,high,high,low,medium,low,high
996,virginica,medium,clay,high,medium,high,medium,high,high,medium,low,high,low,medium
997,virginica,medium,clay,low,medium,high,high,medium,high,low,low,medium,low,medium
998,virginica,medium,sandy,low,low,medium,high,low,medium,medium,low,high,low,medium
999,virginica,high,loamy,high,medium,medium,high,high,high,medium,low,high,low,high
1000,virginica,medium,loamy,high,medium,high,high,high,high,medium,low,medium,low,medium
1001,virginica,high,sandy,low,low,medium,high,low,medium,medium,low,high,low,high
1002,virginica,medium,sandy,medium,low,high,high,low,high,high,low,high,low,high
1003,virginica,medium,clay,medium,medium,medium,high,medium,high,medium,low,high,low,medium
1004,virginica,medium,clay,medium,medium,high,high,high,high,medium,low,high,low,high
1005,virginica,low,clay,medium,high,high,high,medium,high,low,low,high,low,high
1006,virginica,medium,clay,medium,medium,high,high,medium,high,medium,low,high,low,medium
1007,virginica,medium,clay,high,low,high,high,medium,high,high,low,high,low,high
1008,virginica,low,clay,medium,high,medium,medium,high,medium,low,low,medium,low,medium
1009,virginica,low,sandy,high,low,high,medium,medium,high,high,low,high,low,high
1010,virginica,low,sandy,medium,low,high,high,low,high,medium,low,high,low,medium
1011,virginica,high,sandy,high,medium,high,medium,high,medium,medium,low,high,low,medium
1012,virginica,high,loamy,medium,medium,high,high,medium,high,medium,low,high,low,high
1013,virginica,low,loamy,medium,medium,high,high,medium,high,medium,low,high,low,medium
1014,virginica,medium,clay,high,medium,high,high,high,high,medium,low,medium,low,high
1015,virginica,medium,sandy,medium,low,high,medium,low,high,medium,low,high,low,medium
1016,virginica,high,loamy,high,medium,medium,medium,medium,medium,medium,low,medium,low,medium
1017,virginica,low,loamy,high,low,high,high,medium,high,high,low,high,low,high
1018,virginica,low,sandy,high,low,medium,medium,medium,medium,high,low,medium,low,high
1019,virginica,high,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,low,high
1020,virginica,low,loamy,high,low,high,high,medium,high,high,low,medium,low,high
1021,virginica,low,sandy,high,low,high,medium,medium,high,high,low,high,low,medium
1022,virginica,high,loamy,medium,medium,high,high,medium,high,low,low,high,low,high
1023,virginica,medium,sandy,high,low,high,high,low,high,high,low,high,low,low
1024,virginica,low,loamy,high,medium,high,high,medium,high,medium,low,high,low,high
1025,virginica,low,sandy,high,low,medium,medium,high,medium,high,low,medium,low,high
1026,virginica,low,loamy,high,medium,high,high,high,high,medium,low,high,low,medium
1027,virginica,low,loamy,high,low,high,high,high,high,high,low,high,low,high
1028,virginica,high,sandy,high,low,high,medium,medium,high,high,low,high,low,high
1029,virginica,medium,loamy,medium,low,high,medium,low,medium,medium,low,high,medium,medium
1030,virginica,high,sandy,high,low,medium,medium,medium,medium,high,low,medium,low,medium
1031,virginica,high,sandy,medium,medium,high,medium,medium,medium,medium,low,medium,low,high
1032,virginica,medium,loamy,medium,medium,medium,high,medium,high,medium,low,high,low,medium
1033,virginica,low,clay,high,medium,high,high,high,high,medium,low,high,low,medium
1034,virginica,medium,loamy,high,medium,high,high,high,high,medium,low,high,low,high
1035,virginica,high,clay,high,medium,high,high,high,high,medium,low,high,low,high
1036,virginica,high,clay,high,medium,medium,medium,high,medium,medium,low,high,low,medium
1037,virginica,low,loamy,high,medium,high,high,high,high,medium,low,high,low,medium
1038,virginica,high,clay,high,medium,high,high,high,high,medium,low,medium,low,high
1039,virginica,medium,sandy,medium,low,high,medium,low,high,medium,low,high,low,high
1040,virginica,high,sandy,medium,low,high,medium,low,medium,high,low,medium,low,medium
1041,virginica,low,clay,high,medium,high,high,high,high,medium,low,high,low,high
1042,virginica,medium,sandy,medium,low,high,medium,low,high,medium,low,high,low,high
1043,virginica,high,loamy,medium,medium,high,high,high,high,medium,low,high,low,high
1044,virginica,medium,sandy,high,low,high,high,medium,high,high,low,medium,low,high
1045,virginica,medium,clay,medium,medium,high,high,medium,high,medium,low,high,low,high
1046,virginica,low,loamy,high,low,high,high,high,high,high,low,high,low,low
1047,virginica,low,sandy,high,low,high,high,medium,high,high,low,high,low,high
1048,virginica,low,loamy,low,low,high,medium,low,high,medium,low,high,low,medium
1049,virginica,high,clay,low,high,high,high,low,high,low,low,high,low,medium
1050,virginica,low,sandy,medium,low,high,medium,low,high,high,low,high,medium,high
1051,virginica,medium,loamy,high,low,high,high,low,high,high,low,medium,low,high
1052,virginica,high,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,low,high
1053,virginica,low,sandy,high,low,high,medium,medium,medium,high,low,high,low,high
1054,virginica,medium,loamy,high,low,high,medium,low,high,high,low,medium,low,high
1055,virginica,high,loamy,medium,medium,medium,high,high,high,medium,low,high,low,high
1056,virginica,high,clay,high,medium,medium,high,high,high,medium,low,high,low,medium
1057,virginica,medium,clay,medium,high,high,high,high,high,low,low,high,low,high
1058,virginica,high,clay,low,low,high,high,low,high,medium,low,high,low,medium
1059,virginica,low,clay,high,medium,high,high,high,high,medium,low,high,low,high
1060,virginica,high,clay,medium,high,medium,high,high,high,low,low,high,low,high
1061,virginica,low,clay,high,high,high,high,high,high,low,low,high,low,high
1062,virginica,high,sandy,high,low,high,high,medium,high,high,low,high,low,high
1063,virginica,low,clay,high,high,high,high,high,high,medium,low,high,low,high
1064,virginica,high,loamy,medium,low,high,high,medium,high,medium,low,high,low,high
1065,virginica,high,sandy,high,low,high,medium,medium,high,high,low,high,low,medium
1066,virginica,high,loamy,high,low,high,high,low,high,high,low,high,low,medium
1067,virginica,low,clay,high,medium,high,high,high,high,medium,low,high,low,high
1068,virginica,medium,clay,low,medium,medium,medium,medium,medium,low,low,medium,low,medium
1069,virginica,medium,loamy,medium,medium,medium,medium,medium,medium,medium,low,high,low,high
1070,virginica,high,loamy,high,medium,high,medium,high,high,medium,low,high,low,medium
1071,virginica,low,loamy,high,medium,high,high,high,high,medium,low,medium,low,high
