date,IDLieu,IDProduit,nbVentes,coût,bénéfice_pc,coût_pc,bénéfice
2021-11-28,BM-11140_10024,OFF-BI-10004656,1,1.13,0.3468208092,0.6531791908,0.6
2021-11-28,BM-11140_10024,OFF-PA-10001685,4,20.69,0.4898915187,0.5101084813,19.87
2021-11-28,BM-11140_10024,OFF-ST-10000676,2,182.23,0.0599917466,0.9400082534,11.63
2021-11-28,BM-11140_10024,OFF-ST-10001418,3,179.28,0.0200065595,0.9799934405,3.66
2021-11-28,BM-11140_10024,TEC-AC-10001432,1,43.76,0.4400511836,0.5599488164,34.39
2021-09-04,DV-13465_90049,OFF-BI-10004318,2,186.83,0.3249873546,0.6750126454,89.95
2021-07-19,SC-20095_92627,FUR-CH-10002602,2,223.45,0.0750093141,0.9249906859,18.12
2021-07-19,SC-20095_92627,FUR-FU-10000073,9,46.43,0.33001443,0.66998557,22.87
2021-07-19,SC-20095_92627,FUR-FU-10004864,4,173.92,0.3199874883,0.6800125117,81.84
2021-07-19,SC-20095_92627,OFF-BI-10002498,8,79.25,0.3374853703,0.6625146297,40.37
2021-04-29,AH-10465_94109,FUR-TA-10001676,2,72.87,-0.0250386834,1.0250386834,-1.78
2021-04-17,AF-10870_92672,OFF-BI-10002764,7,11.53,0.362631288,0.637368712,6.56
2021-04-17,AF-10870_92672,OFF-EN-10004386,3,35.99,0.4999305266,0.5000694734,35.98
2021-09-14,EN-13780_49505,OFF-BI-10004828,5,42.69,0.4899641577,0.5100358423,41.01
2021-01-04,DE-13255_45503,OFF-PA-10001166,3,10.11,0.3498392283,0.6501607717,5.44
2021-01-04,DE-13255_45503,OFF-PA-10003656,3,42.73,0.32506713,0.67493287,20.58
2021-01-04,DE-13255_45503,TEC-PH-10000148,2,25.46,-0.6330981398,1.6330981398,-9.87
2021-01-02,MF-17665_43615,FUR-FU-10002445,2,11.38,0.2498352011,0.7501647989,3.79
2021-07-04,AA-10375_85204,OFF-ST-10001325,2,15.3,0.0876565295,0.9123434705,1.47
2021-10-04,WB-21850_77571,FUR-FU-10004963,4,20.3,-0.45,1.45,-6.3
2021-10-04,WB-21850_77571,OFF-BI-10001597,2,42.62,-1.6003660769,2.6003660769,-26.23
2021-08-27,LR-16915_90036,FUR-FU-10001889,9,63.44,0.3299535277,0.6700464723,31.24
2021-08-27,LR-16915_90036,FUR-TA-10001539,3,540.29,0.0500061541,0.9499938459,28.44
2021-08-27,LR-16915_90036,OFF-AR-10004752,7,13.46,0.2798287854,0.7201712146,5.23
2021-08-27,LR-16915_90036,OFF-BI-10001553,1,4.75,0.3502051984,0.6497948016,2.56
2021-08-27,LR-16915_90036,OFF-ST-10000321,3,22.72,0.0401351922,0.9598648078,0.95
2021-08-27,LR-16915_90036,TEC-PH-10001530,4,1022.97,0.0625017183,0.9374982817,68.2
2021-06-07,GT-14710_10024,OFF-BI-10001989,2,21.82,0.3500148943,0.6499851057,11.75
2021-04-03,EB-13750_98103,OFF-BI-10003712,9,22.53,0.3626591231,0.6373408769,12.82
2021-11-13,JM-15265_98115,FUR-FU-10000448,2,30.36,0.0500625782,0.9499374218,1.6
2021-05-13,BT-11395_94109,OFF-BI-10004817,1,6.23,0.3496868476,0.6503131524,3.35
2021-03-06,DK-13225_94109,FUR-CH-10003746,3,693.31,0.1000064906,0.8999935094,77.04
2021-03-06,DK-13225_94109,OFF-AP-10003842,5,114.63,0.2599741769,0.7400258231,40.27
2021-03-06,DK-13225_94109,OFF-EN-10004459,4,15.59,0.4898560209,0.5101439791,14.97
2021-03-06,DK-13225_94109,OFF-ST-10002756,5,669.78,0.0100066514,0.9899933486,6.77
2021-12-04,BW-11110_10024,OFF-PA-10000659,9,33.29,0.4700732251,0.5299267749,29.53
2021-06-06,SC-20770_35601,OFF-AP-10002118,1,151.96,0.2699846272,0.7300153728,56.2
2021-06-06,SC-20770_35601,OFF-BI-10002309,3,8.7,0.4802867384,0.5197132616,8.04
2021-03-23,TB-21595_45503,FUR-BO-10004015,5,467.96,-0.5600226689,1.5600226689,-167.99
2021-03-23,TB-21595_45503,TEC-PH-10000141,4,195.33,-0.233299659,1.233299659,-36.95
2021-11-22,DS-13180_19140,FUR-CH-10002647,7,372.64,-0.0714203565,1.0714203565,-24.84
2021-11-22,DS-13180_19140,OFF-BI-10003166,2,11.94,-0.732946299,1.732946299,-5.05
2021-11-22,DS-13180_19140,OFF-FA-10004076,8,9.98,0.2123125493,0.7876874507,2.69
2021-11-22,DS-13180_19140,OFF-ST-10002301,2,40.27,-0.23755378,1.23755378,-7.73
2021-11-22,DS-13180_19140,TEC-PH-10004539,3,413.89,-0.216679405,1.216679405,-73.71
2021-10-28,SF-20200_98270,OFF-AR-10003394,3,6.44,0.2698412698,0.7301587302,2.38
2021-05-31,DB-13060_1852 ,OFF-ST-10003306,5,507.15,0.2900041999,0.7099958001,207.15
2021-05-15,CP-12340_2886 ,OFF-PA-10000565,2,57.1,0.4899964273,0.5100035727,54.86
2021-10-01,DL-13495_99207,TEC-MA-10001972,3,774.78,0.075,0.925,62.82
2021-03-14,RD-19660_63376,FUR-TA-10001095,4,550.76,0.2099948362,0.7900051638,146.4
2021-11-25,MV-18190_27604,TEC-PH-10003811,9,777.54,0.0999965275,0.9000034725,86.39
2021-11-04,SW-20275_10009,OFF-BI-10002557,1,2.28,0.3736263736,0.6263736264,1.36
2021-11-04,SW-20275_10009,TEC-PH-10003691,7,661.45,0.2499971653,0.7500028347,220.48
2021-06-05,ES-14020_10035,TEC-AC-10002402,3,167.98,0.2999958328,0.7000041672,71.99
2021-03-26,DB-12910_31907,FUR-FU-10003274,4,3.94,0.4403409091,0.5596590909,3.1
2021-03-11,CS-12355_2148 ,OFF-AR-10000588,2,29.36,0.2600806452,0.7399193548,10.32
2021-06-08,EB-13705_92804,FUR-TA-10001771,7,1212.65,0.0624975841,0.9375024159,80.84
2021-03-24,CP-12085_6360 ,OFF-PA-10004156,1,5.78,0.4902998236,0.5097001764,5.56
2021-07-19,BE-11335_77041,OFF-EN-10003040,1,13.87,0.3376313276,0.6623686724,7.07
2021-12-04,AP-10915_98105,OFF-AP-10000252,3,22.82,0.3498575499,0.6501424501,12.28
2021-12-04,AP-10915_98105,OFF-AP-10002082,3,42.47,0.3500153046,0.6499846954,22.87
2021-12-04,AP-10915_98105,OFF-BI-10001718,3,101.73,0.3374796483,0.6625203517,51.82
2021-12-04,AP-10915_98105,OFF-PA-10001125,4,68.16,0.4499677211,0.5500322789,55.76
2021-12-04,AP-10915_98105,TEC-AC-10003038,5,36.25,0.1899441341,0.8100558659,8.5
2021-04-03,SW-20350_48227,OFF-BI-10000831,2,2.85,0.4602272727,0.5397727273,2.43
2021-04-03,SW-20350_48227,TEC-PH-10002555,2,383.25,0.2599922765,0.7400077235,134.65
2021-11-18,NS-18505_75217,OFF-AR-10003405,3,12.46,0.1125356125,0.8874643875,1.58
2021-11-18,NS-18505_75217,OFF-FA-10002676,3,3.47,0.2004608295,0.7995391705,0.87
2021-11-18,NS-18505_75217,OFF-PA-10000167,3,51.12,0.3124411567,0.6875588433,23.23
2021-11-18,NS-18505_75217,OFF-ST-10001325,5,38.25,0.0875477099,0.9124522901,3.67
2021-11-18,NS-18505_75217,TEC-AC-10002049,3,305.02,-0.0250016802,1.0250016802,-7.44
2021-11-18,NS-18505_75217,TEC-AC-10003023,2,97.36,-0.0249499947,1.0249499947,-2.37
2021-08-20,DJ-13510_92037,FUR-CH-10001215,4,1502.94,0.0625023392,0.9374976608,100.2
2021-08-05,MT-18070_74133,OFF-BI-10003007,2,41.88,0.4600309438,0.5399690562,35.68
2021-08-05,MT-18070_74133,OFF-BI-10003305,7,22.6,0.4601051123,0.5398948877,19.26
2021-08-05,MT-18070_74133,OFF-PA-10001870,5,16.85,0.4799382716,0.5200617284,15.55
2021-02-20,DW-13540_77070,FUR-FU-10004053,2,23.07,-0.4249536751,1.4249536751,-6.88
2021-08-23,MO-17800_10024,TEC-PH-10003442,4,16.5,0.25,0.75,5.5
2021-09-06,SF-20200_98103,OFF-BI-10000301,4,12.94,0.3748792271,0.6251207729,7.76
2021-09-06,SF-20200_98103,OFF-FA-10000585,3,5.65,0.4603629417,0.5396370583,4.82
2021-09-06,SF-20200_98103,OFF-LA-10003720,3,5.87,0.4697380307,0.5302619693,5.2
2021-05-01,CJ-12010_10009,FUR-CH-10002084,4,383.72,0.133345379,0.866654621,59.04
2021-05-01,CJ-12010_10009,FUR-FU-10001940,8,35.66,0.4400125628,0.5599874372,28.02
2021-05-01,CJ-12010_10009,OFF-BI-10000309,7,54.33,0.3625483985,0.6374516015,30.9
2021-05-01,CJ-12010_10009,OFF-LA-10003923,3,22.2,0.5,0.5,22.2
2021-05-01,CJ-12010_10009,TEC-AC-10001767,5,177.96,0.1099774944,0.8900225056,21.99
2021-05-01,CJ-12010_10009,TEC-MA-10000488,5,2839.96,0.290001125,0.709998875,1159.99
2021-10-28,CL-12565_50322,OFF-AR-10000380,2,53.17,0.3000263296,0.6999736704,22.79
2021-10-28,CL-12565_50322,OFF-BI-10003981,6,13.89,0.4900881057,0.5099118943,13.35
2021-08-12,MA-17560_77070,FUR-FU-10000320,4,7.48,-0.4007490637,1.4007490637,-2.14
2021-08-12,MA-17560_77070,FUR-FU-10001940,3,13.37,-0.4,1.4,-3.82
2021-12-03,GB-14530_76106,OFF-AR-10000475,1,8.51,0.0878885316,0.9121114684,0.82
2021-12-03,GB-14530_76106,OFF-PA-10002250,2,6.1,0.350372737,0.649627263,3.29
2021-11-07,TS-21430_73120,FUR-FU-10003096,4,17.31,0.4298418972,0.5701581028,13.05
2021-12-08,PK-19075_10011,FUR-FU-10002937,4,198.46,0.5,0.5,198.46
2021-12-08,PK-19075_10011,OFF-BI-10000279,2,15.32,0.3373702422,0.6626297578,7.8
2021-12-08,PK-19075_10011,OFF-FA-10000621,6,10.95,0.4902234637,0.5097765363,10.53
2021-12-08,PK-19075_10011,OFF-LA-10003190,2,2.94,0.4895833333,0.5104166667,2.82
2021-12-08,PK-19075_10011,OFF-PA-10001471,2,7.89,0.4603283174,0.5396716826,6.73
2021-12-08,PK-19075_10011,OFF-ST-10004507,1,12.52,0.2699708455,0.7300291545,4.63
2021-10-26,XP-21865_60610,TEC-AC-10002473,3,50.23,0.2625165174,0.7374834826,17.88
2021-01-24,SC-20050_90045,OFF-PA-10002764,5,28.92,0.4899470899,0.5100529101,27.78
2021-01-24,SC-20050_90045,TEC-PH-10004120,1,101.37,0.0750068437,0.9249931563,8.22
2021-04-27,SM-20905_43055,FUR-FU-10001876,2,41.58,0.1999230325,0.8000769675,10.39
2021-04-27,SM-20905_43055,OFF-LA-10000081,2,3.9,0.35,0.65,2.1
2021-04-27,SM-20905_43055,OFF-ST-10002554,5,239.66,-0.2250051114,1.2250051114,-44.02
2021-04-27,SM-20905_43055,TEC-AC-10002637,3,507.58,-0.1750081022,1.1750081022,-75.6
2021-04-27,SM-20905_43055,TEC-AC-10003832,5,97.73,0.2625264111,0.7374735889,34.79
2021-04-27,SM-20905_43055,TEC-MA-10003589,3,389.89,-0.7333066596,1.7333066596,-164.95
2021-07-01,CC-12100_19120,OFF-BI-10001308,5,17.27,-0.8333333333,1.8333333333,-7.85
2021-07-01,CC-12100_19120,OFF-BI-10001525,5,10.48,-0.8321678322,1.8321678322,-4.76
2021-07-01,CC-12100_19120,OFF-LA-10002945,2,6.8,0.3253968254,0.6746031746,3.28
2021-07-01,CC-12100_19120,TEC-PH-10002310,1,72.99,-0.2167027838,1.2167027838,-13.0
2021-08-29,IM-15055_94122,FUR-FU-10000260,3,15.53,0.3601153688,0.6398846312,8.74
2021-08-29,IM-15055_94122,TEC-CO-10003763,5,1854.97,0.33750125,0.66249875,944.99
2021-11-21,GG-14650_60623,OFF-ST-10004337,2,122.48,-0.2500510308,1.2500510308,-24.5
2021-11-21,GG-14650_60623,TEC-AC-10001266,6,42.9,0.3125,0.6875,19.5
2021-11-20,TC-20980_98105,OFF-BI-10002954,2,4.75,0.3502051984,0.6497948016,2.56
2021-08-26,AB-10060_10009,OFF-BI-10002160,1,1.98,0.3508196721,0.6491803279,1.07
2021-08-26,AB-10060_10009,OFF-BI-10004995,4,2939.74,0.3249999426,0.6750000574,1415.43
2021-08-26,AB-10060_10009,OFF-PA-10001970,2,13.02,0.4698697068,0.5301302932,11.54
2021-08-26,AB-10060_10009,OFF-PA-10001970,4,26.03,0.4700732899,0.5299267101,23.09
2021-08-26,AB-10060_10009,TEC-AC-10000290,1,4.48,0.3402061856,0.6597938144,2.31
2021-05-24,JG-15310_90032,FUR-FU-10003247,8,156.09,0.0700071497,0.9299928503,11.75
2021-08-27,TA-21385_60653,FUR-FU-10000277,2,160.11,-0.8999644001,1.8999644001,-75.84
2021-06-11,DM-13345_14609,FUR-TA-10003715,3,590.43,-0.5666675511,1.5666675511,-213.56
2021-12-20,MC-18130_90004,FUR-CH-10003535,3,151.84,-0.0375128118,1.0375128118,-5.49
2021-12-20,MC-18130_90004,FUR-TA-10003473,3,868.86,0.0374981999,0.9625018001,33.85
2021-12-20,MC-18130_90004,OFF-AP-10004052,2,5.85,0.2594936709,0.7405063291,2.05
2021-12-20,MC-18130_90004,OFF-AR-10001897,3,38.86,0.2799703539,0.7200296461,15.11
2021-12-20,MC-18130_90004,OFF-SU-10000952,2,12.79,0.2798423423,0.7201576577,4.97
2021-12-20,MC-18130_90004,TEC-PH-10002275,2,272.14,0.1000066142,0.8999933858,30.24
2021-11-25,GZ-14470_55901,OFF-PA-10004040,4,12.2,0.4899665552,0.5100334448,11.72
2021-04-17,HK-14890_28205,OFF-PA-10002666,5,24.92,0.3123620309,0.6876379691,11.32
2021-06-27,GT-14755_90049,OFF-FA-10001135,2,3.88,0.0202020202,0.9797979798,0.08
2021-06-27,GT-14755_90049,OFF-PA-10000552,2,6.74,0.4799382716,0.5200617284,6.22
2021-07-10,MC-17425_77036,FUR-FU-10001940,3,13.37,-0.4,1.4,-3.82
2021-08-02,CC-12145_73120,OFF-PA-10003270,2,5.81,0.4498106061,0.5501893939,4.75
2021-10-22,JH-15910_90032,OFF-ST-10001328,6,67.0,0.2800343864,0.7199656136,26.06
2021-10-22,JH-15910_90032,TEC-PH-10002563,3,279.7,0.0750049606,0.9249950394,22.68
2021-09-05,RC-19960_77041,OFF-EN-10000056,2,65.97,0.3374510395,0.6625489605,33.6
2021-09-13,SW-20245_95207,OFF-PA-10002222,7,86.34,0.4599699775,0.5400300225,73.54
2021-11-20,DK-13225_10011,FUR-TA-10002958,2,433.23,-0.3833258829,1.3833258829,-120.05
2021-11-25,JM-15865_76903,FUR-CH-10002647,5,266.17,-0.071408445,1.071408445,-17.74
2021-11-25,JM-15865_76903,FUR-CH-10004477,2,86.47,-0.0143108504,1.0143108504,-1.22
2021-11-25,JM-15865_76903,OFF-AP-10004859,4,42.52,-2.6497854077,3.6497854077,-30.87
2021-03-02,SJ-20125_75217,OFF-BI-10001757,9,23.03,-1.5993227991,2.5993227991,-14.17
2021-03-02,SJ-20125_75217,OFF-EN-10001453,3,96.96,0.3374786471,0.6625213529,49.39
2021-03-02,SJ-20125_75217,TEC-AC-10004633,5,19.57,0.3000715308,0.6999284692,8.39
2021-08-27,KD-16270_10024,FUR-FU-10001967,2,29.99,0.2498749375,0.7501250625,9.99
2021-08-27,KD-16270_10024,OFF-AR-10002240,2,55.86,0.259936407,0.740063593,19.62
2021-12-10,SF-20065_27534,OFF-AP-10004859,3,31.88,0.0875787064,0.9124212936,3.06
2021-04-02,LC-17140_90032,OFF-PA-10000019,2,6.74,0.4799382716,0.5200617284,6.22
2021-04-02,LC-17140_90032,OFF-PA-10002947,3,10.42,0.4800399202,0.5199600798,9.62
2021-04-02,LC-17140_90032,OFF-ST-10002583,2,62.36,0.0400246305,0.9599753695,2.6
2021-08-16,SG-20470_97030,OFF-BI-10000088,8,44.8,-0.7001897533,1.7001897533,-18.45
2021-05-10,SC-20095_90045,FUR-FU-10002116,4,263.04,0.0700042427,0.9299957573,19.8
2021-05-10,SC-20095_90045,OFF-LA-10002195,9,14.41,0.4801587302,0.5198412698,13.31
2021-06-18,BD-11320_92024,TEC-PH-10004833,4,47.8,-0.25,1.25,-9.56
2021-11-13,ND-18370_11561,OFF-AP-10000595,2,6.47,0.2597254005,0.7402745995,2.27
2021-11-13,ND-18370_11561,OFF-PA-10001509,5,24.17,0.4598882682,0.5401117318,20.58
2021-11-05,BK-11260_94110,FUR-FU-10001852,4,4.73,0.3204022989,0.6795977011,2.23
2021-11-09,ON-18715_27217,FUR-TA-10001768,4,829.53,-0.3166724866,1.3166724866,-199.51
2021-03-18,DC-12850_44105,FUR-BO-10004357,3,542.65,-0.8000132683,1.8000132683,-241.18
2021-03-18,DC-12850_44105,OFF-AR-10000475,2,17.03,0.0873526259,0.9126473741,1.63
2021-04-02,ZC-21910_77041,FUR-CH-10004540,4,100.09,-0.0428214211,1.0428214211,-4.11
2021-04-02,ZC-21910_77041,OFF-BI-10004995,4,2939.74,-1.7000064292,2.7000064292,-1850.95
2021-04-02,ZC-21910_77041,TEC-AC-10001990,9,367.14,0.1500011576,0.8499988424,64.79
2021-11-08,AA-10375_30318,OFF-BI-10004970,2,4.38,0.4697336562,0.5302663438,3.88
2021-11-08,AA-10375_30318,OFF-PA-10002479,1,2.9,0.4507575758,0.5492424242,2.38
2021-11-08,AA-10375_30318,TEC-AC-10004145,2,384.98,0.2300092004,0.7699907996,115.0
2021-09-11,TS-21610_45503,OFF-ST-10002790,5,358.17,-0.2124915369,1.2124915369,-62.77
2021-08-29,AA-10645_40324,FUR-FU-10003347,3,25.99,0.3899061033,0.6100938967,16.61
2021-08-29,AA-10645_40324,OFF-AR-10003469,3,2.75,0.4791666667,0.5208333333,2.53
2021-08-29,AA-10645_40324,OFF-BI-10000315,6,59.25,0.4799894681,0.5200105319,54.69
2021-08-29,AA-10645_40324,OFF-ST-10002583,4,124.72,0.0400246305,0.9599753695,5.2
2021-12-02,SP-20620_94110,FUR-TA-10003954,6,1617.14,-0.137501231,1.137501231,-195.48
2021-12-02,SP-20620_94110,OFF-AR-10003056,2,6.08,0.2897196262,0.7102803738,2.48
2021-12-02,SP-20620_94110,OFF-PA-10003363,7,23.59,0.4799382716,0.5200617284,21.77
2021-09-28,MS-17830_21215,FUR-TA-10002622,2,263.31,-0.1000125329,1.1000125329,-23.94
2021-03-22,CC-12220_90032,OFF-PA-10001243,1,3.05,0.4899665552,0.5100334448,2.93
2021-03-22,CC-12220_90032,OFF-ST-10002485,4,87.04,0.0100090992,0.9899909008,0.88
2021-09-02,MG-17875_10011,OFF-AP-10003779,1,145.24,0.299980721,0.700019279,62.24
2021-11-16,RD-19585_48205,OFF-BI-10002852,3,25.21,0.4900889968,0.5099110032,24.23
2021-12-11,NS-18640_88220,OFF-BI-10000948,1,7.57,0.3371278459,0.6628721541,3.85
2021-12-11,NS-18640_88220,OFF-BI-10001636,2,9.11,0.3246849518,0.6753150482,4.38
2021-03-11,GZ-14470_21044,FUR-FU-10004306,5,718.91,0.26,0.74,252.59
2021-03-11,GZ-14470_21044,OFF-AP-10002945,3,604.31,0.3299961195,0.6700038805,297.64
2021-03-11,GZ-14470_21044,OFF-EN-10003055,5,109.95,0.4499749875,0.5500250125,89.95
2021-06-12,SC-20770_19134,OFF-AP-10001394,3,362.88,0.2,0.8,90.72
2021-06-12,SC-20770_19134,OFF-BI-10003910,2,8.48,-0.8315334773,1.8315334773,-3.85
2021-06-12,SC-20770_19134,OFF-PA-10004610,2,4.71,0.3124087591,0.6875912409,2.14
2021-07-11,MC-17590_8861 ,OFF-AP-10004487,2,117.1,0.2800049188,0.7199950812,45.54
2021-07-11,MC-17590_8861 ,OFF-PA-10004071,1,28.85,0.4799927902,0.5200072098,26.63
2021-07-11,MC-17590_8861 ,TEC-PH-10001760,3,316.41,0.47,0.53,280.59
2021-11-05,LB-16795_32712,OFF-AP-10001058,3,621.17,0.075006701,0.924993299,50.37
2021-11-05,LB-16795_32712,OFF-BI-10002852,2,16.81,-0.6996966633,1.6996966633,-6.92
2021-09-20,MH-17620_77041,OFF-BI-10004001,2,18.41,-1.6994134897,2.6994134897,-11.59
2021-10-10,NB-18655_10011,FUR-TA-10001539,1,180.1,-0.2667041778,1.2667041778,-37.92
2021-08-20,VG-21805_19140,OFF-AR-10004165,3,3.83,0.2998171846,0.7001828154,1.64
2021-08-20,VG-21805_19140,TEC-AC-10001109,2,34.78,0.2751146311,0.7248853689,13.2
2021-08-28,FM-14215_6457 ,OFF-PA-10002713,7,26.01,0.4599252492,0.5400747508,22.15
2021-06-08,AR-10825_98103,FUR-TA-10004619,7,780.62,0.2999991033,0.7000008967,334.55
2021-05-20,TH-21235_19134,OFF-AP-10002082,2,28.32,0.187374462,0.812625538,6.53
2021-05-20,TH-21235_19134,OFF-AR-10001919,1,1.33,0.1133333333,0.8866666667,0.17
2021-09-18,MK-17905_61107,OFF-BI-10004584,7,1172.28,-1.6499988697,2.6499988697,-729.91
2021-11-19,JK-15370_35810,OFF-ST-10001325,7,53.55,0.2700381679,0.7299618321,19.81
2021-10-17,SR-20740_10024,OFF-PA-10000482,10,201.08,0.4700052715,0.5299947285,178.32
2021-11-18,GA-14515_75081,TEC-PH-10004120,6,608.23,0.075005703,0.924994297,49.32
2021-12-17,LA-16780_77041,FUR-FU-10000206,2,3.09,-0.3261802575,1.3261802575,-0.76
2021-12-17,LA-16780_77041,OFF-LA-10002945,9,30.62,0.3249559083,0.6750440917,14.74
2021-12-17,LA-16780_77041,TEC-PH-10004345,3,251.9,0.1249826317,0.8750173683,35.98
2021-12-17,LA-16780_77041,TEC-PH-10004539,3,413.89,0.0875038582,0.9124961418,39.69
2021-12-17,LA-16780_77041,TEC-PH-10004912,3,117.04,0.1125265393,0.8874734607,14.84
2021-04-01,SF-20200_10009,OFF-AR-10002833,2,2.66,0.2692307692,0.7307692308,0.98
2021-07-26,KM-16660_19140,FUR-FU-10004864,2,16.17,0.1626100466,0.8373899534,3.14
2021-11-01,LW-17215_14609,OFF-BI-10004318,2,186.83,0.3249873546,0.6750126454,89.95
2021-11-01,LW-17215_14609,OFF-PA-10004983,2,6.74,0.4799382716,0.5200617284,6.22
2021-11-01,LW-17215_14609,OFF-ST-10003479,3,110.98,0.0499914398,0.9500085602,5.84
2021-11-01,LW-17215_14609,TEC-PH-10000586,4,192.69,0.2700030308,0.7299969692,71.27
2021-11-01,LW-17215_14609,TEC-PH-10003811,3,259.18,0.2799955552,0.7200044448,100.79
2021-08-31,KB-16315_27360,OFF-BI-10001031,2,5.66,-0.76875,1.76875,-2.46
2021-08-31,KB-16315_27360,OFF-EN-10003055,3,65.97,0.3124544033,0.6875455967,29.98
2021-05-10,DO-13435_90036,OFF-PA-10004971,3,8.84,0.4901960784,0.5098039216,8.5
2021-08-30,MV-17485_10011,OFF-PA-10001815,4,99.92,0.4800166528,0.5199833472,92.24
2021-12-03,LH-17155_49201,OFF-AP-10002311,1,38.53,0.3778459551,0.6221540449,23.4
2021-12-03,LH-17155_49201,TEC-AC-10001109,2,34.79,0.4199733244,0.5800266756,25.19
2021-12-03,LH-17155_49201,TEC-PH-10003988,1,7.85,0.2798165138,0.7201834862,3.05
2021-01-07,AG-10675_28027,FUR-FU-10003374,8,284.2,0.1000063335,0.8999936665,31.58
2021-01-07,AG-10675_28027,OFF-PA-10004039,2,57.1,0.3625097689,0.6374902311,32.47
2021-07-25,KL-16645_48205,FUR-FU-10002918,3,242.92,0.109987543,0.890012457,30.02
2021-07-25,KL-16645_48205,OFF-AP-10001005,4,210.78,0.2555626192,0.7444373808,72.36
2021-07-25,KL-16645_48205,TEC-PH-10001079,1,85.67,0.2800235314,0.7199764686,33.32
2021-07-25,KL-16645_48205,TEC-PH-10004042,4,470.61,0.260000629,0.739999371,165.35
2021-06-11,CP-12340_6708 ,OFF-AR-10003829,3,6.99,0.2896341463,0.7103658537,2.85
2021-06-11,CP-12340_6708 ,OFF-BI-10002003,2,4.22,0.4698492462,0.5301507538,3.74
2021-06-11,CP-12340_6708 ,TEC-PH-10004539,3,413.89,0.2699966489,0.7300033511,153.08
2021-10-15,SV-20935_43229,TEC-PH-10001305,8,282.18,-0.2,1.2,-47.03
2021-10-14,CM-12445_77095,FUR-CH-10002372,1,71.27,-0.2571882166,1.2571882166,-14.58
2021-10-14,CM-12445_77095,OFF-FA-10003112,4,17.36,0.3124752475,0.6875247525,7.89
2021-10-14,CM-12445_77095,OFF-PA-10000726,7,35.08,0.3124264994,0.6875735006,15.94
2021-11-20,MC-17425_36608,OFF-BI-10000666,3,45.84,0.5,0.5,45.84
2021-11-20,MC-17425_36608,OFF-BI-10004352,5,16.87,0.5001481481,0.4998518519,16.88
2021-11-20,MC-17425_36608,OFF-PA-10001685,7,36.2,0.4899971823,0.5100028177,34.78
2021-11-20,MC-17425_36608,TEC-MA-10000010,8,1580.8,0.48,0.52,1459.2
2021-05-17,KL-16645_60623,TEC-PH-10004165,9,1831.44,0.0749976009,0.9250023991,148.49
2021-12-12,JE-15475_92037,FUR-FU-10003731,4,28.74,0.2800601202,0.7199398798,11.18
2021-12-12,JE-15475_92037,TEC-AC-10001465,2,50.85,0.299972467,0.700027533,21.79
2021-12-12,JE-15475_92037,TEC-AC-10003832,3,625.7,0.1900009062,0.8099990938,146.77
2021-03-08,SP-20650_94061,OFF-BI-10003291,6,27.76,0.3374701671,0.6625298329,14.14
2021-05-04,CS-12400_19134,TEC-PH-10001795,2,867.99,-0.1666689068,1.1666689068,-124.0
2021-06-08,VM-21835_33433,OFF-BI-10002082,4,66.56,-0.6664997496,1.6664997496,-26.62
2021-06-08,VM-21835_33433,TEC-AC-10000521,2,16.15,0.125135428,0.874864572,2.31
2021-09-12,JW-15220_92105,FUR-CH-10001215,2,751.47,0.0625023392,0.9374976608,50.1
2021-09-12,JW-15220_92105,FUR-CH-10002880,9,985.15,-0.1124976003,1.1124976003,-99.62
2021-09-12,JW-15220_92105,OFF-PA-10000100,9,188.14,0.4900111138,0.5099888862,180.77
2021-11-11,BG-11035_75056,OFF-PA-10000697,4,9.71,0.3624425476,0.6375574524,5.52
2021-11-11,BG-11035_75056,TEC-PH-10002350,3,60.46,0.1000297708,0.8999702292,6.72
2021-02-09,JD-15790_7109 ,FUR-CH-10001545,2,191.49,0.1599842078,0.8400157922,36.47
2021-10-28,JP-16135_19120,FUR-CH-10004886,7,483.59,-0.0285647439,1.0285647439,-13.43
2021-10-28,JP-16135_19120,TEC-AC-10000892,1,57.6,0.2,0.8,14.4
2021-09-11,CS-12505_31907,TEC-MA-10004458,4,205.92,0.48,0.52,190.08
2021-07-04,NZ-18565_85364,OFF-BI-10001658,6,80.74,-0.7998216674,1.7998216674,-35.88
2021-02-07,DK-13090_20735,FUR-FU-10003274,6,5.91,0.4403409091,0.5596590909,4.65
2021-02-07,DK-13090_20735,FUR-TA-10002356,3,597.61,-0.0857148048,1.0857148048,-47.18
2021-02-07,DK-13090_20735,OFF-AR-10001770,3,5.91,0.2593984962,0.7406015038,2.07
2021-02-07,DK-13090_20735,OFF-PA-10000791,1,2.62,0.4507337526,0.5492662474,2.15
2021-11-06,MS-17710_85204,OFF-BI-10003727,5,10.87,-0.7336523126,1.7336523126,-4.6
2021-11-06,MS-17710_85204,OFF-BI-10004967,7,7.72,-0.766590389,1.766590389,-3.35
2021-11-06,MS-17710_85204,TEC-AC-10003447,2,29.98,0.0625390869,0.9374609131,2.0
2021-09-23,LS-16945_19140,OFF-LA-10004853,4,10.76,0.3249686324,0.6750313676,5.18
2021-09-26,TT-21265_10024,OFF-AP-10004532,3,44.85,0.2700195312,0.7299804687,16.59
2021-12-02,QJ-19255_55106,TEC-PH-10003555,5,112.65,0.0200086994,0.9799913006,2.3
