Order ID,Order Date,Ship Date,Customer ID,Address ID
US-2016-167472,2021-05-31,2021-06-01,CK-12595,CK-12595_72209
CA-2015-120551,2020-04-06,2020-04-13,SS-20590,SS-20590_68701
US-2017-150595,2022-05-16,2022-05-20,LE-16810,LE-16810_60653
CA-2016-134936,2021-12-13,2021-12-19,ES-14080,ES-14080_85705
CA-2017-102967,2022-09-16,2022-09-20,MG-17890,MG-17890_3301
CA-2017-151008,2022-09-01,2022-09-02,JM-16195,JM-16195_84020
CA-2014-159800,2019-11-22,2019-11-25,SG-20470,SG-20470_94109
US-2014-159618,2019-11-06,2019-11-10,DB-12970,DB-12970_77036
CA-2017-116113,2022-09-26,2022-09-30,JW-15220,JW-15220_36116
CA-2015-125066,2020-12-07,2020-12-11,KD-16495,KD-16495_39212
US-2015-114741,2020-11-29,2020-12-03,IL-15100,IL-15100_89031
CA-2017-133263,2022-03-25,2022-03-27,JE-15610,JE-15610_30318
CA-2017-157966,2022-03-07,2022-03-07,SU-20665,SU-20665_60610
CA-2014-151162,2019-11-29,2019-12-03,EA-14035,EA-14035_43229
CA-2016-136686,2021-12-06,2021-12-10,RF-19840,RF-19840_91104
CA-2017-137498,2022-09-03,2022-09-08,LC-17050,LC-17050_90004
CA-2017-163818,2022-09-28,2022-10-02,PS-18970,PS-18970_20735
CA-2016-161158,2021-05-03,2021-05-07,PS-18970,PS-18970_10024
CA-2014-116673,2019-12-09,2019-12-13,JO-15280,JO-15280_92037
CA-2017-105333,2022-11-24,2022-11-28,VP-21730,VP-21730_10011
CA-2015-149993,2020-03-12,2020-03-13,GA-14725,GA-14725_93534
CA-2014-168158,2019-07-13,2019-07-18,EM-14140,EM-14140_59405
CA-2016-115224,2021-12-02,2021-12-05,DB-13615,DB-13615_94110
CA-2014-164742,2019-10-07,2019-10-12,ML-17395,ML-17395_8701
US-2017-108014,2022-11-13,2022-11-19,JH-15430,JH-15430_44105
CA-2017-160325,2022-09-18,2022-09-18,BP-11095,BP-11095_1841
CA-2015-159779,2020-09-18,2020-09-22,SB-20185,SB-20185_3301
CA-2017-151176,2022-02-07,2022-02-14,SV-20785,SV-20785_21215
CA-2014-108903,2019-09-27,2019-09-27,DO-13435,DO-13435_43229
CA-2016-117919,2021-08-21,2021-08-23,TB-21355,TB-21355_77041
CA-2015-142475,2020-11-26,2020-11-30,BS-11380,BS-11380_10011
CA-2016-134516,2021-09-14,2021-09-19,FM-14215,FM-14215_27405
CA-2017-105193,2022-03-19,2022-03-25,JL-15835,JL-15835_10024
CA-2015-168634,2020-11-29,2020-12-04,AF-10870,AF-10870_94109
CA-2017-117198,2022-08-25,2022-08-30,BG-11035,BG-11035_71203
CA-2015-145828,2020-09-28,2020-09-30,MB-17305,MB-17305_45231
CA-2017-121027,2022-08-12,2022-08-16,HW-14935,HW-14935_98105
CA-2016-147431,2021-01-26,2021-01-31,AB-10105,AB-10105_10011
CA-2016-158001,2021-08-17,2021-08-21,JP-15460,JP-15460_10035
CA-2017-125745,2022-06-24,2022-06-28,DV-13045,DV-13045_38109
CA-2015-101154,2020-09-11,2020-09-14,CM-12190,CM-12190_92105
US-2016-124163,2021-09-19,2021-09-24,SC-20695,SC-20695_54601
CA-2016-121748,2021-10-18,2021-10-22,VW-21775,VW-21775_90032
CA-2014-126683,2019-09-23,2019-09-25,PP-18955,PP-18955_98115
CA-2017-148810,2022-06-20,2022-06-25,DR-12880,DR-12880_33180
US-2016-146066,2021-08-15,2021-08-17,RB-19465,RB-19465_19143
CA-2014-127614,2019-02-05,2019-02-09,NF-18385,NF-18385_23320
CA-2016-101742,2021-09-17,2021-09-22,CR-12580,CR-12580_10009
CA-2015-134943,2020-11-28,2020-11-29,SU-20665,SU-20665_48104
CA-2017-123022,2022-08-28,2022-09-02,SC-20050,SC-20050_91941
CA-2017-113208,2022-03-20,2022-03-27,ML-18040,ML-18040_48126
CA-2014-154893,2019-12-15,2019-12-21,GM-14440,GM-14440_92024
CA-2014-147900,2019-09-17,2019-09-22,JK-15640,JK-15640_44107
CA-2017-106355,2022-03-27,2022-03-30,AT-10435,AT-10435_6450
CA-2016-127985,2021-03-26,2021-03-30,DB-12910,DB-12910_31907
CA-2015-166604,2020-05-08,2020-05-13,AH-10690,AH-10690_30076
CA-2017-120719,2022-03-17,2022-03-20,SJ-20125,SJ-20125_98105
CA-2017-127117,2022-04-08,2022-04-13,HM-14860,HM-14860_7960
CA-2015-104241,2019-12-29,2020-01-03,AG-10495,AG-10495_22304
CA-2017-168179,2022-10-27,2022-11-01,JB-16000,JB-16000_84106
CA-2017-142342,2022-07-11,2022-07-13,AJ-10795,AJ-10795_92307
CA-2017-109099,2022-09-30,2022-10-05,MM-18280,MM-18280_10009
US-2014-134187,2019-10-29,2019-11-05,TH-21235,TH-21235_90805
CA-2016-145261,2021-12-12,2021-12-15,AH-10120,AH-10120_97301
CA-2016-108875,2021-09-18,2021-09-25,CL-12700,CL-12700_80013
CA-2016-141957,2021-07-15,2021-07-15,JG-15310,JG-15310_43055
CA-2016-142405,2021-06-05,2021-06-09,SE-20110,SE-20110_98103
CA-2015-141012,2020-06-02,2020-06-04,TG-21640,TG-21640_83201
CA-2017-127922,2022-10-21,2022-10-28,SH-19975,SH-19975_75081
CA-2016-146318,2021-01-15,2021-01-20,MC-17275,MC-17275_98105
CA-2014-135993,2019-05-22,2019-05-27,PJ-18835,PJ-18835_98115
CA-2014-126802,2019-12-23,2019-12-30,ZC-21910,ZC-21910_60610
CA-2016-143924,2021-07-22,2021-07-28,SC-20680,SC-20680_49423
CA-2016-141551,2021-09-18,2021-09-24,BP-11230,BP-11230_74012
CA-2014-164315,2019-03-27,2019-04-02,RD-19585,RD-19585_30605
CA-2015-131072,2020-10-29,2020-10-29,KL-16645,KL-16645_98105
CA-2014-131541,2019-07-22,2019-07-22,CK-12205,CK-12205_32712
CA-2015-119550,2020-12-19,2020-12-24,RB-19705,RB-19705_77070
US-2015-138093,2020-12-03,2020-12-09,KM-16225,KM-16225_21215
CA-2016-126165,2021-04-29,2021-05-01,AH-10465,AH-10465_94109
CA-2017-126123,2022-10-08,2022-10-12,AG-10765,AG-10765_60623
CA-2016-143441,2021-10-30,2021-10-30,EB-14170,EB-14170_78041
CA-2017-148320,2022-10-28,2022-11-02,PG-18895,PG-18895_94109
CA-2016-125661,2021-11-18,2021-11-20,CA-12055,CA-12055_44105
US-2014-123519,2019-12-08,2019-12-15,SS-20875,SS-20875_43302
CA-2014-155593,2019-10-28,2019-11-02,RP-19390,RP-19390_6824
CA-2017-136000,2022-09-16,2022-09-19,SC-20440,SC-20440_10009
US-2015-160857,2020-05-01,2020-05-08,NW-18400,NW-18400_10024
CA-2017-115805,2022-07-25,2022-07-25,KW-16435,KW-16435_60653
US-2014-143707,2019-02-23,2019-02-27,HR-14770,HR-14770_10035
CA-2017-116939,2022-09-19,2022-09-23,AG-10900,AG-10900_23223
CA-2015-124107,2020-10-02,2020-10-05,BM-11650,BM-11650_48104
CA-2017-126550,2022-03-23,2022-03-27,RD-19720,RD-19720_47905
CA-2015-138674,2020-11-07,2020-11-10,KB-16585,KB-16585_97477
CA-2016-165820,2021-09-20,2021-09-24,DW-13585,DW-13585_94109
CA-2014-103191,2019-09-16,2019-09-21,VG-21805,VG-21805_60653
CA-2015-103933,2020-09-18,2020-09-20,DR-12880,DR-12880_10011
CA-2015-110548,2020-04-27,2020-05-01,AH-10690,AH-10690_77095
CA-2017-117324,2022-12-02,2022-12-07,JP-15520,JP-15520_53711
CA-2017-143574,2022-06-23,2022-06-26,DR-12880,DR-12880_6460
CA-2014-111773,2019-06-23,2019-06-27,JK-15625,JK-15625_10024
CA-2014-148614,2019-01-14,2019-01-19,MV-17485,MV-17485_90049
CA-2017-156139,2021-12-25,2021-12-31,BP-11155,BP-11155_94109
US-2017-147886,2022-03-22,2022-03-25,DH-13075,DH-13075_94533
CA-2016-113733,2021-12-02,2021-12-06,LH-16900,LH-16900_27834
CA-2017-104913,2022-11-12,2022-11-16,DK-13090,DK-13090_11561
CA-2014-145800,2019-05-24,2019-05-30,SS-20410,SS-20410_60089
CA-2016-125850,2021-01-15,2021-01-21,FP-14320,FP-14320_92037
CA-2016-118514,2021-01-27,2021-02-03,LC-17050,LC-17050_40475
CA-2015-150749,2020-03-22,2020-03-27,AS-10240,AS-10240_22153
CA-2014-163748,2019-10-08,2019-10-12,HG-15025,HG-15025_76106
CA-2015-119634,2020-08-04,2020-08-09,BW-11065,BW-11065_27604
CA-2015-149300,2020-11-15,2020-11-16,BH-11710,BH-11710_33012
US-2016-111528,2021-12-24,2021-12-24,JP-16135,JP-16135_90032
CA-2017-158169,2022-08-06,2022-08-09,JM-16195,JM-16195_92630
CA-2015-162047,2020-10-27,2020-10-29,FH-14365,FH-14365_11561
CA-2015-117772,2020-09-03,2020-09-05,MC-17575,MC-17575_98103
US-2014-126340,2019-11-02,2019-11-08,EB-13870,EB-13870_96003
CA-2016-149685,2021-10-02,2021-10-09,PM-19135,PM-19135_78207
CA-2017-126396,2022-09-02,2022-09-06,AR-10345,AR-10345_77070
CA-2015-154900,2020-02-19,2020-02-23,SS-20875,SS-20875_1453
CA-2015-103835,2020-09-17,2020-09-21,SC-20440,SC-20440_90032
CA-2015-158939,2020-11-19,2020-11-24,EA-14035,EA-14035_65807
CA-2016-117408,2021-08-25,2021-08-31,TP-21130,TP-21130_76706
CA-2016-142398,2021-04-06,2021-04-10,BP-11290,BP-11290_90036
CA-2016-105277,2021-11-28,2021-12-02,LM-17065,LM-17065_13021
CA-2016-112060,2021-11-28,2021-12-03,KT-16465,KT-16465_94109
CA-2014-105270,2019-11-05,2019-11-12,AP-10915,AP-10915_90008
US-2015-159513,2020-03-26,2020-04-02,JD-15790,JD-15790_90049
CA-2015-155586,2020-12-05,2020-12-09,XP-21865,XP-21865_95928
CA-2017-141117,2022-09-26,2022-10-02,JK-16090,JK-16090_97477
CA-2017-115070,2022-04-04,2022-04-08,MG-18205,MG-18205_32216
CA-2017-140186,2022-09-23,2022-09-26,PG-18820,PG-18820_93309
CA-2014-124856,2019-09-23,2019-09-27,LD-17005,LD-17005_10011
CA-2014-166716,2019-08-14,2019-08-19,CR-12730,CR-12730_60610
CA-2014-123225,2019-07-05,2019-07-08,MN-17935,MN-17935_79907
CA-2015-163440,2020-03-15,2020-03-17,RD-19900,RD-19900_91360
US-2017-106796,2022-05-06,2022-05-13,JP-16135,JP-16135_45503
CA-2017-113873,2022-11-07,2022-11-13,KE-16420,KE-16420_75220
CA-2016-149783,2021-08-29,2021-09-01,DL-13315,DL-13315_37918
CA-2016-125017,2021-01-30,2021-02-04,KB-16240,KB-16240_37421
US-2015-163279,2020-03-15,2020-03-19,JD-16150,JD-16150_92037
CA-2015-150196,2020-06-25,2020-06-26,SR-20740,SR-20740_10024
US-2015-106495,2020-06-08,2020-06-10,AC-10450,AC-10450_33614
CA-2014-124730,2019-11-20,2019-11-20,LS-17245,LS-17245_13501
CA-2017-117632,2022-05-06,2022-05-12,CS-12175,CS-12175_94122
CA-2014-115056,2019-04-26,2019-04-26,AR-10510,AR-10510_43229
CA-2017-161067,2022-08-28,2022-08-31,KB-16405,KB-16405_10035
CA-2016-122063,2021-11-27,2021-12-01,MM-17920,MM-17920_47374
CA-2015-111206,2020-07-11,2020-07-15,RF-19735,RF-19735_92105
CA-2016-142895,2021-07-15,2021-07-20,BP-11290,BP-11290_28027
CA-2015-101868,2020-06-02,2020-06-09,MJ-17740,MJ-17740_33178
CA-2017-133207,2022-11-21,2022-11-27,DO-13645,DO-13645_90036
CA-2015-132948,2020-03-20,2020-03-27,MV-17485,MV-17485_98115
CA-2015-134992,2020-09-15,2020-09-19,MG-17875,MG-17875_22204
CA-2015-126725,2020-11-10,2020-11-14,BS-11665,BS-11665_92105
CA-2015-121783,2020-11-03,2020-11-07,PO-19180,PO-19180_55113
US-2014-138835,2019-09-04,2019-09-08,DA-13450,DA-13450_23464
CA-2015-112214,2020-07-29,2020-08-04,AH-10690,AH-10690_75220
US-2017-153255,2022-08-28,2022-09-01,JK-15730,JK-15730_94521
CA-2015-108119,2020-10-25,2020-11-01,MS-17530,MS-17530_72032
CA-2015-157434,2020-04-22,2020-04-27,JK-15640,JK-15640_19120
CA-2016-101525,2021-04-25,2021-04-28,CM-12235,CM-12235_72209
US-2014-117968,2019-07-30,2019-08-01,RS-19420,RS-19420_6450
CA-2016-158211,2020-12-28,2021-01-01,BP-11185,BP-11185_19143
CA-2016-152247,2021-11-01,2021-11-06,MA-17995,MA-17995_82001
CA-2016-128223,2021-06-08,2021-06-08,EB-13705,EB-13705_92804
CA-2016-154235,2021-09-18,2021-09-22,RD-19900,RD-19900_47401
CA-2017-129910,2022-03-24,2022-03-28,ME-17320,ME-17320_31907
CA-2017-133095,2022-05-29,2022-05-29,EH-14005,EH-14005_72401
CA-2015-130554,2020-03-31,2020-04-02,FM-14290,FM-14290_19140
CA-2014-152443,2019-05-15,2019-05-20,FG-14260,FG-14260_1841
CA-2016-133319,2021-08-30,2021-09-05,MV-17485,MV-17485_10011
CA-2016-133935,2021-09-12,2021-09-16,JW-15220,JW-15220_92105
CA-2016-136301,2021-03-07,2021-03-09,EH-13765,EH-13765_94109
US-2014-109456,2019-10-10,2019-10-11,LS-17245,LS-17245_94110
CA-2017-151596,2022-10-02,2022-10-05,BP-11050,BP-11050_2920
CA-2015-147879,2020-04-30,2020-05-05,CC-12220,CC-12220_42301
CA-2016-166625,2021-04-08,2021-04-11,JM-15580,JM-15580_21215
CA-2016-146157,2021-11-15,2021-11-20,RD-19720,RD-19720_60610
CA-2017-159954,2022-09-04,2022-09-08,SS-20410,SS-20410_30318
CA-2017-100825,2022-09-03,2022-09-08,KD-16495,KD-16495_90036
CA-2014-168305,2019-10-26,2019-11-02,PL-18925,PL-18925_90049
CA-2016-167682,2021-03-28,2021-04-03,ZD-21925,ZD-21925_47374
CA-2017-108000,2022-01-06,2022-01-10,LS-16945,LS-16945_94110
CA-2015-146465,2020-11-13,2020-11-17,PB-18805,PB-18805_94122
CA-2016-159639,2021-11-21,2021-11-26,PC-18745,PC-18745_7090
US-2017-153948,2022-10-31,2022-10-31,FM-14290,FM-14290_94122
US-2016-113985,2021-11-26,2021-12-01,KD-16495,KD-16495_95123
CA-2016-155383,2021-12-11,2021-12-16,SC-20680,SC-20680_98115
CA-2014-120432,2019-08-18,2019-08-20,DW-13585,DW-13585_42301
US-2015-126977,2020-09-10,2020-09-16,PF-19120,PF-19120_10035
CA-2016-130288,2021-11-20,2021-11-24,DK-13225,DK-13225_10011
CA-2017-146458,2022-11-13,2022-11-16,RB-19435,RB-19435_22153
CA-2017-150420,2022-05-28,2022-06-02,GD-14590,GD-14590_98226
US-2014-118997,2019-04-02,2019-04-06,RA-19885,RA-19885_35601
CA-2014-114314,2019-10-05,2019-10-09,DB-13555,DB-13555_72701
US-2017-169551,2022-07-01,2022-07-03,RL-19615,RL-19615_19120
CA-2016-103107,2021-06-28,2021-06-28,RB-19465,RB-19465_98103
CA-2017-122077,2022-05-13,2022-05-19,JF-15295,JF-15295_75023
CA-2017-112431,2022-10-06,2022-10-08,RW-19690,RW-19690_90049
CA-2016-151092,2021-07-31,2021-08-07,VG-21790,VG-21790_90032
CA-2014-104178,2019-08-19,2019-08-23,JM-15265,JM-15265_90036
CA-2015-115924,2020-09-07,2020-09-11,BE-11455,BE-11455_50315
CA-2017-161046,2022-02-27,2022-02-27,CB-12535,CB-12535_38671
US-2017-141698,2022-04-09,2022-04-15,SD-20485,SD-20485_77041
US-2014-105151,2019-03-24,2019-03-25,SG-20890,SG-20890_10009
CA-2014-155796,2019-11-05,2019-11-09,TS-21430,TS-21430_19601
CA-2016-127138,2021-03-06,2021-03-09,DK-13225,DK-13225_94109
CA-2017-150602,2022-02-03,2022-02-08,ML-17395,ML-17395_90045
CA-2014-140732,2019-11-05,2019-11-07,MA-17560,MA-17560_90004
CA-2017-119011,2022-08-14,2022-08-19,LR-17035,LR-17035_94109
CA-2016-166912,2021-01-08,2021-01-10,BE-11335,BE-11335_10009
CA-2014-141726,2019-07-14,2019-07-16,CC-12145,CC-12145_92105
CA-2017-115105,2022-01-31,2022-02-05,BD-11770,BD-11770_10024
CA-2015-143980,2020-12-18,2020-12-22,JK-15640,JK-15640_10011
CA-2016-135636,2021-10-02,2021-10-07,DB-13615,DB-13615_28205
CA-2017-102155,2022-07-07,2022-07-11,RR-19525,RR-19525_66212
CA-2017-116953,2022-04-18,2022-04-19,SV-20935,SV-20935_85204
CA-2014-117765,2019-09-01,2019-09-07,RB-19465,RB-19465_74133
CA-2016-114895,2021-11-15,2021-11-22,MV-18190,MV-18190_10035
CA-2017-112984,2022-09-10,2022-09-12,EH-14185,EH-14185_19143
CA-2016-163776,2021-07-13,2021-07-19,JS-16030,JS-16030_39401
US-2017-163300,2022-09-09,2022-09-15,ES-14020,ES-14020_90049
CA-2016-162187,2021-12-05,2021-12-05,NS-18640,NS-18640_43229
US-2014-112991,2019-12-04,2019-12-08,SH-19975,SH-19975_83605
CA-2014-124079,2019-12-07,2019-12-11,RF-19345,RF-19345_85023
US-2017-146878,2022-09-15,2022-09-21,DL-12865,DL-12865_33142
CA-2017-107244,2022-09-01,2022-09-05,AG-10390,AG-10390_90004
CA-2015-100657,2020-10-26,2020-10-31,SW-20245,SW-20245_12180
CA-2017-129581,2022-12-05,2022-12-12,KN-16390,KN-16390_2740
CA-2017-129028,2022-03-26,2022-03-28,GB-14530,GB-14530_29501
CA-2015-135580,2020-12-23,2020-12-27,CL-12565,CL-12565_90049
CA-2016-159016,2021-03-04,2021-03-05,KF-16285,KF-16285_90008
CA-2014-102652,2019-03-31,2019-04-06,AY-10555,AY-10555_90049
CA-2014-152422,2019-09-29,2019-10-04,BD-11635,BD-11635_43229
US-2016-156692,2021-08-07,2021-08-07,HG-15025,HG-15025_70065
CA-2014-130869,2019-11-11,2019-11-15,CB-12025,CB-12025_75104
US-2017-128832,2022-04-18,2022-04-21,LS-16945,LS-16945_2908
CA-2017-139717,2022-08-18,2022-08-20,DM-13015,DM-13015_43130
CA-2017-136007,2022-02-17,2022-02-24,AC-10615,AC-10615_98115
CA-2016-157364,2021-11-13,2021-11-15,LT-17110,LT-17110_28540
US-2016-112970,2021-11-08,2021-11-09,TB-21250,TB-21250_90049
US-2017-152492,2022-06-30,2022-06-30,AH-10585,AH-10585_33142
CA-2016-101168,2021-12-19,2021-12-26,SS-20140,SS-20140_3060
CA-2017-104010,2022-04-17,2022-04-19,TD-20995,TD-20995_10011
CA-2015-130253,2020-12-07,2020-12-11,PP-18955,PP-18955_90036
US-2015-155369,2020-04-12,2020-04-18,PG-18820,PG-18820_75007
CA-2016-131205,2021-08-29,2021-09-02,AA-10645,AA-10645_40324
CA-2017-122364,2022-09-18,2022-09-23,FA-14230,FA-14230_90008
CA-2016-117912,2021-01-28,2021-02-01,TB-21520,TB-21520_85635
CA-2017-145702,2022-05-13,2022-05-18,AH-10075,AH-10075_37918
CA-2015-113215,2020-08-27,2020-09-01,CP-12085,CP-12085_85705
CA-2016-154662,2021-06-03,2021-06-10,BF-11215,BF-11215_55407
CA-2015-105571,2020-10-31,2020-11-04,CP-12340,CP-12340_33142
CA-2016-152765,2021-06-09,2021-06-12,LS-17245,LS-17245_77036
CA-2015-153878,2020-04-18,2020-04-23,TS-21655,TS-21655_53209
CA-2016-124016,2021-09-17,2021-09-20,JS-15940,JS-15940_43130
CA-2016-113551,2021-08-12,2021-08-14,NF-18385,NF-18385_78539
CA-2014-107524,2019-02-24,2019-03-02,KN-16705,KN-16705_10009
CA-2014-138072,2019-12-24,2019-12-28,GA-14725,GA-14725_19120
CA-2015-134201,2020-04-03,2020-04-09,EH-14125,EH-14125_14609
CA-2015-111780,2020-12-18,2020-12-23,RA-19285,RA-19285_92037
CA-2015-119942,2020-03-29,2020-03-31,TT-21070,TT-21070_19120
CA-2015-151547,2020-01-11,2020-01-17,AH-10465,AH-10465_38134
CA-2017-166695,2022-05-14,2022-05-18,CC-12430,CC-12430_90712
CA-2017-167542,2022-08-07,2022-08-14,KD-16495,KD-16495_19120
CA-2015-120901,2020-12-24,2020-12-28,BG-11035,BG-11035_78745
CA-2017-121398,2022-12-19,2022-12-23,FH-14365,FH-14365_90008
CA-2016-151561,2021-08-26,2021-09-01,PG-18820,PG-18820_10011
CA-2017-154676,2022-07-30,2022-08-02,NZ-18565,NZ-18565_77070
US-2014-165589,2019-02-12,2019-02-12,TB-21595,TB-21595_79424
US-2016-132577,2021-11-16,2021-11-21,JE-15475,JE-15475_77095
CA-2015-114048,2020-12-07,2020-12-11,EH-13945,EH-13945_92627
CA-2015-137281,2020-06-06,2020-06-10,BF-10975,BF-10975_30076
US-2017-162068,2022-12-22,2022-12-25,PC-18745,PC-18745_80538
CA-2017-100111,2022-09-14,2022-09-20,SV-20365,SV-20365_10035
US-2017-132381,2022-08-16,2022-08-18,Dp-13240,Dp-13240_19143
CA-2015-147011,2020-06-11,2020-06-15,HR-14830,HR-14830_33178
CA-2014-120852,2019-12-14,2019-12-19,WB-21850,WB-21850_75051
CA-2016-150007,2021-09-05,2021-09-10,AS-10090,AS-10090_60653
CA-2016-124590,2021-11-06,2021-11-10,SP-20920,SP-20920_44134
CA-2016-133802,2021-03-08,2021-03-14,SP-20650,SP-20650_94061
US-2016-113677,2021-11-07,2021-11-13,CM-12655,CM-12655_10011
CA-2017-143378,2022-09-13,2022-09-19,JR-16210,JR-16210_97477
CA-2017-152660,2022-11-28,2022-12-03,CB-12415,CB-12415_60610
CA-2015-142139,2020-08-24,2020-08-29,SD-20485,SD-20485_76021
CA-2017-145772,2022-05-28,2022-06-01,SS-20140,SS-20140_90036
CA-2016-124100,2021-03-25,2021-03-31,EH-13990,EH-13990_10009
US-2014-158400,2019-10-19,2019-10-22,AH-10030,AH-10030_94109
CA-2017-162033,2022-03-20,2022-03-27,EM-14200,EM-14200_23464
CA-2014-163447,2019-12-21,2019-12-25,TB-21190,TB-21190_10011
CA-2017-145737,2022-09-09,2022-09-14,AB-10165,AB-10165_37087
CA-2016-148096,2021-08-10,2021-08-13,AO-10810,AO-10810_90045
CA-2016-146766,2021-10-29,2021-10-29,TT-21220,TT-21220_91911
CA-2015-105613,2020-10-11,2020-10-15,KN-16705,KN-16705_78501
US-2016-142251,2021-10-25,2021-10-29,FO-14305,FO-14305_33021
CA-2014-131247,2019-03-24,2019-03-29,GA-14725,GA-14725_94110
US-2015-113593,2020-04-11,2020-04-13,NC-18415,NC-18415_93454
CA-2017-121083,2022-07-03,2022-07-09,JF-15190,JF-15190_6040
CA-2017-151190,2022-06-21,2022-06-25,GT-14710,GT-14710_68104
CA-2014-133543,2019-12-16,2019-12-20,KM-16660,KM-16660_95123
CA-2017-105130,2022-11-15,2022-11-19,PJ-18835,PJ-18835_94122
CA-2016-161928,2021-06-21,2021-06-23,AC-10660,AC-10660_94109
CA-2017-101322,2022-12-22,2022-12-25,JG-15310,JG-15310_90805
US-2016-106600,2021-04-02,2021-04-05,RM-19375,RM-19375_31907
CA-2014-111871,2019-03-12,2019-03-15,EK-13795,EK-13795_94110
CA-2017-139437,2022-06-27,2022-07-02,RD-19585,RD-19585_90004
CA-2017-151484,2022-04-14,2022-04-17,CV-12805,CV-12805_19120
CA-2016-104150,2021-07-28,2021-07-30,AG-10330,AG-10330_74133
CA-2016-161025,2021-11-27,2021-12-03,GM-14440,GM-14440_90049
CA-2014-103989,2019-03-13,2019-03-15,MC-17605,MC-17605_33801
CA-2015-142433,2020-04-13,2020-04-18,ES-14020,ES-14020_77036
CA-2015-132815,2020-09-12,2020-09-15,RW-19540,RW-19540_90008
CA-2014-101266,2019-08-21,2019-08-24,MM-17920,MM-17920_22153
CA-2016-141523,2021-12-13,2021-12-18,MH-17440,MH-17440_10035
US-2014-106299,2019-07-27,2019-08-02,NZ-18565,NZ-18565_65807
CA-2015-158421,2020-09-14,2020-09-19,GB-14575,GB-14575_29203
CA-2016-143609,2021-12-05,2021-12-07,DB-13270,DB-13270_97206
CA-2015-138331,2020-07-31,2020-08-05,JK-15625,JK-15625_19120
CA-2015-138954,2020-11-08,2020-11-10,MH-17785,MH-17785_10035
CA-2017-157903,2022-03-29,2022-04-02,AM-10705,AM-10705_60016
CA-2016-157259,2021-12-18,2021-12-22,JM-15535,JM-15535_10035
CA-2017-107986,2022-12-07,2022-12-07,MW-18220,MW-18220_98103
CA-2017-104927,2022-12-16,2022-12-20,AG-10330,AG-10330_77095
CA-2017-113453,2022-10-15,2022-10-22,CM-12160,CM-12160_19143
CA-2015-149909,2020-11-06,2020-11-10,RA-19915,RA-19915_47201
CA-2015-146675,2020-04-09,2020-04-13,SB-20185,SB-20185_60201
CA-2016-118332,2021-12-10,2021-12-17,PK-19075,PK-19075_92307
CA-2016-133669,2021-10-15,2021-10-21,SV-20935,SV-20935_43229
CA-2017-145660,2022-11-25,2022-11-27,MG-17650,MG-17650_43302
CA-2016-133697,2021-10-14,2021-10-18,CM-12445,CM-12445_77095
CA-2017-148138,2022-09-23,2022-09-27,ME-18010,ME-18010_43302
CA-2017-119809,2022-08-12,2022-08-19,YS-21880,YS-21880_98103
CA-2017-149944,2022-11-06,2022-11-10,MB-17305,MB-17305_98632
CA-2014-128538,2019-10-05,2019-10-09,AS-10240,AS-10240_90278
CA-2015-161711,2020-11-21,2020-11-26,MC-17425,MC-17425_10035
US-2015-129553,2020-07-20,2020-07-26,PG-18820,PG-18820_40214
CA-2016-160220,2021-10-14,2021-10-20,JS-16030,JS-16030_48183
US-2017-157224,2022-09-08,2022-09-12,JB-16000,JB-16000_90045
CA-2017-140627,2022-12-17,2022-12-21,DK-12985,DK-12985_37075
CA-2015-133445,2020-09-28,2020-10-02,JF-15490,JF-15490_97206
CA-2014-148782,2019-10-27,2019-11-01,PO-18850,PO-18850_75061
CA-2016-148208,2021-01-15,2021-01-20,BT-11530,BT-11530_44105
CA-2017-127656,2022-07-05,2022-07-11,NW-18400,NW-18400_50701
US-2017-142188,2022-09-05,2022-09-05,JF-15415,JF-15415_98105
CA-2016-144400,2021-02-16,2021-02-20,AC-10420,AC-10420_19120
US-2016-155180,2021-01-15,2021-01-22,TB-21280,TB-21280_10009
CA-2015-134075,2020-12-05,2020-12-09,HA-14905,HA-14905_95123
US-2016-131912,2021-10-23,2021-10-26,LH-17155,LH-17155_90008
CA-2017-141572,2022-05-22,2022-05-25,LO-17170,LO-17170_3301
CA-2014-134621,2019-12-15,2019-12-22,DP-13390,DP-13390_38401
CA-2016-165561,2021-11-18,2021-11-22,CR-12580,CR-12580_98006
CA-2015-112305,2020-11-13,2020-11-18,KB-16405,KB-16405_98105
CA-2017-121580,2022-05-23,2022-05-29,ML-17410,ML-17410_47201
CA-2014-101147,2019-11-26,2019-11-28,MC-17575,MC-17575_60623
CA-2014-165806,2019-04-01,2019-04-01,VM-21685,VM-21685_30062
CA-2015-151624,2020-09-01,2020-09-07,VW-21775,VW-21775_36116
CA-2017-139444,2022-09-03,2022-09-09,GK-14620,GK-14620_75023
CA-2015-133977,2020-08-30,2020-09-01,AT-10435,AT-10435_33319
CA-2017-141425,2022-10-27,2022-10-31,AR-10825,AR-10825_43229
CA-2015-133536,2020-03-21,2020-03-23,JH-15820,JH-15820_10009
CA-2015-150441,2020-08-06,2020-08-10,RA-19285,RA-19285_47374
CA-2015-162607,2020-05-05,2020-05-11,RO-19780,RO-19780_98115
CA-2017-103506,2022-07-17,2022-07-21,LR-17035,LR-17035_11561
CA-2016-132479,2021-09-18,2021-09-20,MK-17905,MK-17905_61107
CA-2017-160724,2022-04-29,2022-05-04,YS-21880,YS-21880_31907
US-2016-115952,2021-09-30,2021-09-30,JH-15910,JH-15910_74133
