BreedID	strangeraggr	owneraggr	dogaggr	dogfear	dogrivalry	trainability	chasing	strangerfear	nonsocialfear	sepprobs	touchsens	excitability	attachatten	energy
Siberian Husky	0	0.6666666667	1.75	0		2.8333333333	2.5	0	0	0	0.75	1.1666666667	0.6666666667	1
Poodle (Toy)	0.2	0.375	0.25	1	0.5	2.875	1	0.25	0.1666666667	0.25	0	0.6666666667	2.5	1
Greyhound	0	0	0	0.3333333333	0		2.5	1.25	0.4	0.8333333333		1.6666666667	1.6	1.5
Siberian Husky	0	0	0.5	0	0	3.25	4	0	1.3333333333	0.375	1.3333333333	2.6666666667	1.6666666667	3.5
Mixed Breed/Unknown		0				2.375		0.25	0.5	0.125			1.3333333333	2
Australian Shepherd	1.1	0	0	0	0.25	3.125	2	0.25	1	0.375	1.25	2	2	2
Australian Shepherd	0.6	0	1	2.25	0	2.25	1.75	0.75	0.6666666667	0.625	0.75	2.6666666667	2.3333333333	1.5
Great Dane	1.4	0.25	4	0	1	2	2.5	0.75	0.6666666667	1	1.75	1.8333333333	3.3333333333	3
Mixed Breed/Unknown	1.1	0.125	0.75	1	1.75	3.125	3.5	1.25	0.6666666667	2.125	0.25	4	1.5	3.5
Labrador Retriever	0	0	0	2.25	0	2.875	2	1.75	0.5	0.75	0.5	2	1.6666666667	1
Labrador Retriever	0.5	0	0.25	0	0	3.125	1.75	0.5	0.1666666667	0	0	0.5	1.1666666667	3
Mixed Breed/Unknown	0	0	0	0		2.8571428571	1.25	0	0.1666666667	0.25	0	0.6666666667	1.5	1
Australian Shepherd	1.1	0	0.75	0.5	0.75	2.875	1	1.25	0.5	1	0.5	2	1.6666666667	3
Border Collie	1.5	0	2.25	2	0.25	3.5	2	2.5	2.3333333333	0.5	0	2.8333333333	2.6666666667	2.5
Golden Retriever	0	0	0.5	0	0	2.875	2	0	0.6666666667	0.75	0	3	2.1666666667	4
Golden Retriever	0	0	0.5	0	0.5	3.25	0	0	0.3333333333	0	1	1	0.6666666667	0
Golden Retriever	0.3	0	1.75	0	0.5	3.875	2	0	1.3333333333	0	0.25	2	1.1666666667	3
Borzoi	1.6	0.875	4	0	1	2.75	3	0	0	0	0	1	1.1666666667	0
Portuguese Water Dog	0	0	0	0	0.25	3	1	0	0	0	0.5	1.1666666667	2.3333333333	1
Lowchen	0	0	0.25	0	0	3.375	2	0	0.3333333333	0	0.25	0.8333333333	2	1.5
American Staffordshire Terrier	0.5	0	0.25	1	1	3.125	3	0	0.1666666667	1.375	0.25	4	4	4
German Shepherd	0.5	0	1.75	0.25	0.25	3	2.3333333333	0	0	1.4285714286	1	1.4	1	2.5
Great Dane	1.4	0	1	0	0	1.875	2	1	0.8333333333	1.75	1	2.3333333333	1.6666666667	2
Bernese Mountain Dog	0.3	0	1.3333333333	1.6666666667	0	3.375	0.3333333333	0	0.3333333333	0	0	1.3333333333	2	2
Maltese	1.25	0	0.5	0.75	0	3.125		0.75	0.3333333333	1.1428571429	0.5	2.8333333333	2.8333333333	3
Fox Terrier (Smooth)	0	0.25	0	4	0		1.5	0	3.5	0.625	1	2	3	2
Mixed Breed/Unknown	0.7	1	0	1.3333333333		2.625		2	1	1	2.25	3.1666666667	2	3.5
Mixed Breed/Unknown		0			1	2.375	0.6666666667		0.8	0	0.5	2.6	0.5	2
Shetland Sheepdog	2	0	0	1.25	0	3.875	1	1	0.5	0	0.75	1.8333333333	1	1
American Pit Bull Terrier		0	0	1.5	1.25	2.1428571429	4	0	1	0.875	0	2.5	2.5	2.5
Pomeranian	0.4	0.875	0.25	0.75	0.75	2.625	2.75	0.25	0.1666666667	0.625	0.75	2.6666666667	2.8333333333	2
Collie	0.7	0	0.25	0.25	0	3.625	0	0	0	0.375	0	1.6666666667	3.6666666667	2
Mixed Breed/Unknown	0	0.125	1.5	1.5	1.5	2.25	3.5	0	0.5	0.375	0.25	2.5	1.6666666667	3
German Shepherd	0.7	0	1.5	2.5	0	3.75	1.25	0	0	0	0	1	2.1666666667	1.5
Australian Shepherd	0.6	0.125	1.5	2.5	2	2.625		0.25	0.8333333333	0	0	1.6666666667	2.1666666667	2.5
German Shepherd	1.4	0.125	1.75	1		2.875	2.5	0.75	1.6	0.375	0.75	2.1666666667	1.8333333333	2
Jack Russell Terrier	0.7	0.25	1	0.25	0.25	1.875	3	0	0.3333333333	2.125	0.75	3.1666666667	2.8333333333	3
Doberman Pinscher	0.2	0	0	0.25	0.25	3.75	2.5	0.75	0.5	0.375	1.5	2.6666666667	2.1666666667	1.5
Alaskan Malamute	0.3	0	3	0.3333333333		2.875	3.25	0.25	0.3333333333	0	0	1	2.5	1
German Shepherd	0.3	0	2	2	0.5	3.5	3.3333333333	0	0.6666666667	0	0	1.8333333333	2.1666666667	2.5
German Shepherd	0.3	0	2.5	2.5	0	2.375	3	0	0.6666666667	0	0	2.8	1.3333333333	1.5
Rottweiler	0	0.375	2	0.5	1.5	3.625	0	0	0	0.375	0	2	2.6666666667	3.5
Poodle (Standard)	0.1111111111	0	0.5	0		3.75	2.5	0	0.1666666667	0	0.25	1.5	1.6666666667	1.5
Mixed Breed/Unknown	0	0	0.5	0	0.5	2	1.5	1	0.3333333333	0.125	0.25	2.1666666667	1.8333333333	2.5
Mixed Breed/Unknown	0	0	0	0.5	0	2.875	1.25	0	0.3333333333	0.5	0.5	0.8333333333	1.1666666667	1.5
Borzoi		0	0.5	0.25	0	1.8571428571	3.75	1.3333333333	1	0	0.5		1.1666666667	
Alaskan Malamute	0	0.25	1.25	0	1.5	2.375	3.75	0	0.6666666667	0.625	1.75	1.6666666667	0.8333333333	1.5
Collie	0	0	0	0	0	3.75	0	0	0	0.125	0	0	2.1666666667	1
Collie	0	0	0	0	0	4	1	0	0	0	0	0.1666666667	2.5	1.5
Collie	0.6	0	0.25	0	0	4	2.25	0	0	0	0	0.5	2	1.5
Collie	0.5	0	0	0	0	4	2	0	0	0	0	0.3333333333	2.6666666667	2.5
Collie	0.5	0	0	0	0	4	2	0	0	0	0	0.5	2.3333333333	2
Collie	0.2	0	0	0	0	4	1.75	0	0	0	0	0	2.3333333333	2
Mixed Breed/Unknown	0.1	0	0.5	0.75	0	2.75	2.5	2.5	2.1666666667	0	1.5	0.1666666667	0.1666666667	0
Labrador Retriever	0	0	0	0.25	0	2.75	0.5	0	0.1666666667	0.125	0	0.3333333333	2.8333333333	3
American Bulldog	0.9	0	1.75	1	0	3.375	1.75	1.5	1	1.25	0.25	1.8333333333	2	1
Golden Retriever	0.6	0.125	1.25	0.75		2.875	1.75	0	0.5	0	1.25	2	2.8333333333	2
Mixed Breed/Unknown	0.875	0	2.5	1.25	0.3333333333	2.4285714286	4	0.5				3.2	2.8	1.5
Irish Setter	0	0	0.25	0.25	0.5	3.375	2.25	0	0	0	0.5	1.6666666667	1.1666666667	2.5
Mixed Breed/Unknown	0	0.125	1.25	0	1.75	2.5		0	0.8333333333	0	0	2.6	1.1666666667	0
Cocker Spaniel (English)	0.6666666667	0	1	0.5	1.25	2.25	3.3333333333	0.6666666667	0.6666666667	0	0.25	0.6	1.8333333333	2
Labrador Retriever	0.6	0	0.75	0	0	2.5	0.25	0	0.5	0.125	0.75	1.5	0.8333333333	0
Mixed Breed/Unknown	2.1	0.25	2.5	0.75	0	1.5	3.5	1	1.5	0.875	1.5	1.6666666667	2.6666666667	2
Shetland Sheepdog	0.5	0.375	0	0.75	0	2.625		4	2.8333333333	3.125	2	2.5	2.4	1
Mixed Breed/Unknown	0.1	0.125	1.25	2	0.75	2	1.75	0	1.8333333333	0.25	1	1.8333333333	2	1
Mixed Breed/Unknown	0.1	0.125	0.75	1.25	1.25	2.25	2.5	1	1.3333333333	0.125	1.25	2.6666666667	2	2.5
Collie	0	0.125	0.25	1.5	0	3.5	2.5	0	0.8333333333	0	0	1.5	2.3333333333	3
German Shepherd	0.1	0	1.5	2	0.5	3.25	1.25	1	0.6666666667	0	1.5	2	1.6666666667	1
Cairn Terrier	0	0.125	0	0.5	0	3.5714285714	1.6666666667	0	0.3333333333	0.25	0.5	1.3333333333	2.3333333333	2
Shiba Inu		0	0	0.25	0		1.25	1.75	0	0	0.5	1	1.2	0
Great Dane	0.5	0	1.25	0	0.5	3.125	3.5	0	0	0.625	0.5	2.3333333333	2.6666666667	1.5
Maltese	0.2	0.1428571429	0.75	0	1	2.625		0	1.3333333333	1.25	0.25	1.5	1.6666666667	1.5
American Staffordshire Terrier	0	0	0	0	0	3.2857142857		3.5	0.8333333333	0	1	2	2	0.5
English Springer Spaniel	1.6	0	1	1.5		2	2.6666666667	1.5	2.1666666667	1.5	0.25	3.3333333333	1.5	3
Australian Cattle Dog	0.6	0.125	2	0.5	2.5	2.875	4	0	1.1666666667	1.875	0.5	4	3.8333333333	3.5
Australian Cattle Dog	0.3	0.125	3	0	0	3.25	1.75	0	0	0	0.25	2.5	2.3333333333	2.5
American Pit Bull Terrier	0	0	0.6666666667			2.5	1.75	0	0.5	1	0.5	1.6666666667	1.8	2.5
Pit Bull	0	0	0	0	0	2.625		0	0.6	1.25	0	3	1.6666666667	4
Brittany	0	0.375	0.25	0.5	0.25	2.125	2.75	0	0.8333333333	0.625	0.75	2.1666666667	1.6666666667	2
Mixed Breed/Unknown	0	0	1.25	1	1	3.125	3.75	0	0.6666666667	0	0.75	3.1666666667	1.5	3
Mastiff (English)	1.4	0	1.25	1.5	1	2.75	2.75	0.5	0.6666666667	0.25	0.5	2	2.5	0.5
Fox Terrier (Wire/Wire-haired)	0.9	0	2	2.6666666667		2.625	2.75	1.25	0.3333333333	0.625	0.25	2.3333333333	2.3333333333	3
Shiba Inu	0	0	0.3333333333	1.3333333333		2.125	2.25	0	0.3333333333	0.5	1	1.8	1.5	1.5
Golden Retriever	0.3	0	0	0	0	3	2.5	0	0.5	0.25	0	4	2.3333333333	2.5
Great Dane	0.8	0	2		0	2.5	3	1	1.4	0.7142857143	0.75	2.1666666667	1.5	3
Bullmastiff	0.1	0.375	1	1	1	1.75	2	0.5	1.8333333333	0.875	2	2	3.1666666667	1.5
Mixed Breed/Unknown	0.7	0	0	0.6666666667	0.75	1.875	3.5	0.25	1.1666666667	0	2	3.8333333333	2.3333333333	3
Alaskan Malamute	0.7	1.4285714286		0.6666666667		2.375	3	1.3333333333	0	0	0.75	1.3333333333	1.4	2.5
Mixed Breed/Unknown	0.1	0	0	1		3.125	3.5	0	0.8333333333	0	0.25	1.8333333333	1.8333333333	2.5
Irish Setter	0.8	0	1.5	1.6666666667	1.25	2.375	2.75	0.75	1.1666666667	1.125	1.75	2.6666666667	2.3333333333	2.5
Spinone Italiano	0	0	0	0	0	3.375	4	0	0.6666666667	0.375	0	1.8	0.8333333333	0
Swiss Mountain Dog	2.6	0.125	3.25	2.75	0.5	3.25	2.6666666667	2.75	0.1666666667	4	1.75	2.5	3.3333333333	3
German Shepherd	0.6	0	0.75	1	0.5	3.375	3	0	0.8333333333	0.25	0.75	2.3333333333	2.1666666667	2
German Shepherd	1.5	0			0	2.625	3.3333333333	3	0.6666666667	0.25	0.5	2	1.1666666667	2
Mixed Breed/Unknown	2.7	0	1.75	0	2	3	1.25	1.25	1	0.25	1.5	2.6	1.5	1.5
Great Pyrenees	0	0	0	0	0	1.875	1.5	0	0.5	1.25	1.25	1.6666666667	3.3333333333	1.5
Brittany	0.1	0	1.5	0.5	0.25	2.875	2	0	0.6666666667	0.75	1.75	2.5	1.5	2
Mixed Breed/Unknown	2.8	0.5	0.5	0.25	0	2.5	3.5	3	1.3333333333	1.125	1.75	3.1666666667	3	4
German Shepherd	1.6	0	1			2	2.75	0.75	2	1.2857142857	2.25	4	2.8333333333	2
Australian Cattle Dog	1.125	1.25	1.25	0	1.75	2.625		0	0.3333333333	0.625	2.25	3.1666666667	3.3333333333	4
Bulldog	0	0.125	1.5	1.25	1.25	3		0.5	2.1666666667	1.875	0.25	2.8333333333	2.5	1
Mixed Breed/Unknown		0	2			2.1428571429	2	0		0.2857142857	1	1.8333333333	2.8	1.5
Mixed Breed/Unknown	1.9	0.625	0	0	0	3	0.5	1.25	0	0	0.25	1.5	1.3333333333	1.5
Akita	0	0	0.75	0.5	0	3.625	1.75	0	1	0	0	0.3333333333	0.3333333333	0
Mixed Breed/Unknown	1.1	0.75	1.75	1.25	0.75	2.75	2	0.75	2	1.125	0.75	4	2.5	3
Shiba Inu		0.125	3.3333333333	0		2		0	0.6	1	1.25	1.8333333333	1.3333333333	2
Shetland Sheepdog	0.3	0.125	0.5	1.25	0	2.625	3.75	0	1.6666666667	0	0	2	2.1666666667	3
Mixed Breed/Unknown	1	0	1.25	2		2.75	3	1.25	1	0.25	1.25	1.8333333333	2	2
English Setter	0.1	0	0.5	0.3333333333	0.75	1.25	3	0	2	1.75	0.5	2.6666666667	3.5	2.5
Chow Chow	1.2	0	2	0	0	1	3	0.25	0.5	0.125	0	3	0.6666666667	1.5
Doberman Pinscher	2.8	0.125	0.6666666667	4		2.5	3.75	2	0.8333333333	0	1.5	2.1666666667	3	1.5
Labrador Retriever	3.4	0	3.5	2	0	3.375	3.25	2.5	0	0	0	3.6666666667	3.3333333333	3
Lurcher	0.2	0	0	2.25		1.375	3.25	3.5	1.1666666667	1.375	1.25	2.5	1.6	2.5
Australian Cattle Dog	0.8	0	0.75	0.75		3.25	0	1.25	0.6666666667	0.25	0.5	1.6666666667	1.6666666667	2.5
Maltese	0.5555555556	0	1	1	0	2.75	2.75	3.6666666667	1.1666666667	0.25	0.5	2.8333333333	2.5	3
Maltese	1.6	0	1	2.75	0.5	2.5714285714	3	2.3333333333	1.6666666667	1.375	2.25	3.3333333333	2.3333333333	1
Keeshond	0.7	0	0.25	0.3333333333	0	2.75	0	0	0.5	0	0	1.5	1.5	0
Mixed Breed/Unknown	1.5	0	0.6666666667	0.6666666667	0.25	2.5		1.25	0.8333333333	1.625	0.25	3	3	1.5
Labrador Retriever	0.8	0.125	0.25	1.6666666667	0.25	2.25	1.25	3	1.1666666667	0.125	3	3.6666666667	2.3333333333	2
Labrador Retriever	0.5	0	0.3333333333	1	0	2.25	1.3333333333	2.25	0.3333333333	0.125	2.75	3.3333333333	2	2
Labrador Retriever	0	0	0	0.5	0	2.625	1.5	0	1.8333333333	0.125	1.25	2	0.8333333333	1.5
Rhodesian Ridgeback	0.7	0.25	0.75	0.25	0.25	1.75	3.5	0.75	2	0.5	0	2	1.8333333333	1
Golden Retriever	0	0	0.75	1	0.25	3	2.5	0	0.5	0.125	0.25	1.6666666667	2.1666666667	3
Golden Retriever	0	0	1.75	1.75	0	2.875	3	0.5	0.8333333333	0	0.25	1.6666666667	1.3333333333	3
Golden Retriever	0.1	0	0	0.25	0	3.625	2.25	0	0.1666666667	0.125	0	2	2.3333333333	1.5
Mastiff (English)	1.5	1	2.75	1.75	3.25	2.375	3.5	1	2	2.875	2.5	4	3.3333333333	4
Irish Wolfhound	0	0	0	0	0.25	1.75	3.6666666667	0	1.3333333333	0	0	1.8333333333	0.8333333333	0.5
Cardigan Welsh Corgi	0.5	0	0	0.75	0.75	2.5		2.75	2.3333333333	0.5	0.5	2.6666666667	2.2	
American Pit Bull Terrier	2.375	0	2	0.25	1	3	2	2	0.6	0	1			1.5
Mixed Breed/Unknown	0.5	0.625	0	0.75	0	2.875	3.5	0	1.6666666667	1.1428571429	2	2.5	1.6666666667	4
Mixed Breed/Unknown		1.375	1	2.3333333333		2.4285714286	4	1.5		1.25	2.3333333333	3.6666666667	2.2	2
Irish Wolfhound	0.5	0	0.25	1.75	0	2.5714285714	2.5	1	2.3333333333	0.375	1	1.6666666667	1	0
Borzoi	0	0	0	0.25	0	2.4285714286	3.3333333333	0	0.1666666667	0	0.75	1.1666666667	0.5	0.5
Mixed Breed/Unknown	0.7	0.375	1.75	2.5	0	2.125	1.75	4	3.6666666667	2.75	3.25	2.8333333333	2.6666666667	2
Australian Silky Terrier	0.6	0	0	0	0	2	1.5	0	0.6666666667	0	1	2.6666666667	2.5	3
Golden Retriever	0	0	0	0.3333333333	0	3.375	0	0	0.5	0	0	1.6666666667	2	0
Maltese	3.6	1.25	3.5	3.5	3.5	2.25	4	3	1.8333333333	1.125	1	3.6666666667	4	3
Maltese	1	0.125	1.25	1.25	0.75	3.125	3.5	0.75	0.1666666667	0.25	0	2.5	2	3
Rottweiler	0.2	0.625	0.25	0	1	2.875	1.75	0	0.1666666667	0.375	0	2.1666666667	0.8333333333	0
Rottweiler	0.4	0	0	0	1	3	2	0	0	0.5	0.5	2.1666666667	1	1
Mixed Breed/Unknown		0.25			0.25	1.7142857143	1.5			0.25	0	1	1.5	2
Collie	0.2	0	0.25	0	0	2.25	1.25	0	0.6666666667	0.25	0	1.6666666667	1.5	3
Chinook	0.3	0	0	0.25		2.625	1.5	0	0.3333333333	0.5	1.75	1.5	1.3333333333	2
Miniature Pinscher	1.9	0	1	0		2.4285714286	0.5	3.5	3	2.5	1.75	2.3333333333	4	4
Collie	0.2	0.125	0.25	0.5	0.5	2.75	2.75	0	0.3333333333	1.125	1.5	2.1666666667	2.5	3.5
Collie	0.7	0.25	0.5	0.25	0	2.25	2	0	2.1666666667	0.25	0.75	2.5	2.8333333333	3
Cocker Spaniel (American)	0	0	0	0.25	0	2.375	0.75	1.25	2.5	0.375	1.5	1.3333333333	3.3333333333	2
Labrador Retriever	0.2	0	0.25	0	0	3.4285714286		0	0.5	0	0	2.6666666667	2.8333333333	2.5
Labrador Retriever	0.5	0	0.5	0	0	2.875	2.25	0	0	0.75	0	1.5	2.1666666667	3
Mixed Breed/Unknown	0.5	0.2857142857	0.6666666667	0.25	0.5	2	3.25	0	0	0.25	0	2.6666666667	1.8333333333	3
English Springer Spaniel		0	3	3	1	2.4285714286	2.6666666667	2.25	0.5	0.25	0.25	1.3333333333	1.3333333333	1.5
Spanish Water Dog	0.6	0	0.75	0.25	0	3.375	0.25	0.5	0.1666666667	0.125	0	2	2.1666666667	2.5
Mixed Breed/Unknown	0.4444444444	0				1.7142857143		0.5	0.4	3.125	0.5	3	2.6	1.5
Poodle (Standard)	0.5	0	0.25	0.5	0	3.5	1.6666666667	0.25	0	0.25	0.25	0.5	0.6666666667	1
Chihuahua	1.9	1.4285714286	2.5	3		2.3333333333		2	3	1.625	1.6666666667	3.3333333333	4	4
Irish Setter	0.4444444444	0			0.3333333333	1.875	2.25	0	0.4	0	1.25	1.5	2.6666666667	2
Irish Red and White Setter	0	0	0	0	0	1.5	4	0	0.2	0	0.25	3.3333333333	1.6666666667	3.5
Rottweiler		0.1428571429		1	0.6666666667	2.25	1	0.25	1	0.875	0.25		1.6666666667	2
Jack Russell Terrier	0.5	0	0.5	0.25	0	2.2857142857	1.75	0.25	0.3333333333	0.5	0	1.6666666667	1	0
Mixed Breed/Unknown	0.2	0	0.5	1	1.25	2.625	2.25	0	1.1666666667	0	0.75	1.8333333333	1.1666666667	3
Cocker Spaniel (American)	0.9	0	0.6666666667	0	0	2.75	2.5	0	0.6666666667	0	0.75	2.3333333333	2.6666666667	2
Schipperke	1.4	0.125	0.75	1.25	0.75	1.875	2	0.25	1.5	0.375	0.75	2.6666666667	1.3333333333	1
Schipperke	1.4	0.125	2	2	0.5	3.125	2	2.25	1.1666666667	0.875	0.75	2.8333333333	1.8333333333	1.5
Mixed Breed/Unknown	1	0	1.5	3		2	3.25	2	0.6666666667	0.625	2.75	1.8333333333	1.3333333333	2
Soft Coated Wheaten Terrier	0	0	0.75	0.25	0.5	3	2.75	0	0.1666666667	0.25	0	3.8333333333	2.6666666667	1.5
Soft Coated Wheaten Terrier	0	0	0	0.75	0	2		4	3	0	0.75	1.5	0.3333333333	0
Soft Coated Wheaten Terrier	1.1	0	0.5	0	0.25	3.125	0.75	0	1.6666666667	0.375	0.25	2.8333333333	1.1666666667	1
Irish Setter	0.1	0	1.75	1.75	0.25	1.75	2.5	0		0	0.6666666667	0.6666666667	1.1666666667	2.5
Mixed Breed/Unknown	0.3	0.125	0.25	2	1	3.375	2	0	0.3333333333	0.375	1.25	3	2	3
Mixed Breed/Unknown	1.4	0	1.75	0	0.25	1.625	1	0	1	0.875	0	3.3333333333	4	3.5
Maltese	1.5	0.125	1.5	2.5		1.5	1.75	1.75		0.625	0	2.3333333333	2.5	3
German Shepherd	1.1	0	1.25	0		3.5	2.75	0	0.1666666667	0	0.5	3	3.6666666667	4
Golden Retriever		0	0	0.5	0	2.625	4	0.25	1.3333333333	0.75	1.5	3	2.2	3.5
Saint Bernard	0	0			0	1.5	3	0	0	0.375	0.25	1.5	1.6666666667	2
Mixed Breed/Unknown	0.2	0.875	0.75	0.5	1	2	3.25	0	0.6666666667	0.375	0.75	2	3.1666666667	3
Mastiff (English)	0.2	0			0	3.1428571429		1.5	1.5	0	0	0.8333333333	1.6666666667	1
Golden Retriever	0.3	0	0	0.5	0.5	2.8571428571	1.5	0	0.8333333333	0.625	0	0.5	0.6666666667	3
Mixed Breed/Unknown	0.3333333333	1.375	0	0.75		2.875	1	0.75	0.2	0.75	0.75	2.4	0.6666666667	0
Rottweiler	0	0	0.25	0		3.125	3.25	0	0.6666666667	0.25	0	1.5	0.8333333333	2
Labrador Retriever	0	0	0	0		3.125	3	0	0.6666666667	0.5	0	1.5	0.8333333333	2
Shiba Inu	1.5	0.5	1.5	0.6666666667		2	3	2	2.8333333333	1.5	1.75	3.6666666667	3	3.5
Norwegian Elkhound	0.2	0	0	0.25	0	2.75	2.75	0	0.5	0	0.75	1.8333333333	1.8333333333	3.5
Australian Shepherd	0.5	0	0	0	0	2.5	2.5	0.25	0	0.125	0	1	1.3333333333	2
Australian Shepherd	0.4	0.25	0.25	0	0	3	2.25	0	0.1666666667	0.125	0.25	2.3333333333	2.5	1.5
Mixed Breed/Unknown	0.8	0.125	2	1	0.75	2.5	2.5	0	2.3333333333	1.25	1	2.6666666667	2.1666666667	1.5
Mixed Breed/Unknown	1.9	0.5	2	3	3.75	1.75	1	1.25	1	1.375	1	2.5	1.3333333333	1
Belgian Sheepdog	0.6	0.25	1	1.25	0.25	2.125	2.25	0.25	0.3333333333	1	0.5	3	2.5	2
Border Collie	1.3	0	1	0.75	0.5	3.5		0.75	0.3333333333	0.375	1.5	2.5	2.6666666667	2.5
Pit Bull mix	0.8	0.1428571429	1.25	0.25		2.75	2.75	0	0.3333333333	0.5	0.5	2.3333333333	2	2
Poodle (Standard)	1	0	0.5	0.5	1	3	1.5	0.75	0.3333333333	0.25	0.5	1.5	2	1
Staffordshire Bull Terrier	0	0.125	0	0	0.5	3.5	2.75	0	0.6666666667	0.375	0.5	2.1666666667	1.1666666667	2.5
Greyhound	0	0	0	0.25	0	2.625	3.5	0	0.8333333333	0.875	0	1	2.5	0.5
Rottweiler	1	0	0	0	0.25	2.25	3.5	0	0	0	0	2.5	0.3333333333	0.5
German Shepherd	0.1	0	0.25	0.5	0.75	3.75	1.5	0	1.3333333333	0	1	1.5	2	0
German Shepherd	0	0	4	2.25	0.25	2.375	3.5	0	0	0	0.25	1.8333333333	1.3333333333	3.5
Akita	0.9	0.125	3.5	4		2.25	3.75	1.25	0.5	1	0.75	3	1.3333333333	1
Mixed Breed/Unknown	0.1	1	0.25	1		3	1.5	0	2.8	1.5	1.25	2.3333333333	2.1666666667	2
Weimaraner	1.375	0.5		0.25	2	2.375		1	0.5	0	1.25	3	4	2
Labrador Retriever	0.5	0	0.75	1.5	0	2.5	1	1.25	0.8333333333	1	0	1.6666666667	2	3
Mixed Breed/Unknown	0.7	0	2.25	1.6666666667		2.125	3	0.25	0.8333333333	0.375		2.6666666667	1.6	1.5
Mixed Breed/Unknown	1.2	0.125	0.5	2	0.75	3.125	1	2	1.5	0	1	3.1666666667	1.6666666667	2.5
Mixed Breed/Unknown	0.8	0	1.3333333333	1		2.375	1	0	2	2.625	2.75	2.5	3.6	3
Beagle	1.3	1.625	2	2.75	1.5	2.125	2.75	1.25	2	1.75	2.75	3.5	3.1666666667	3
Mixed Breed/Unknown	1.4	0	0.25	0	1	2.375	3.5	2.25	0.5	0.875	0.75	3.8	2.8333333333	3.5
Chinese Shar-Pei		0.1428571429	0	0		2.1428571429		0	0	0.8571428571			4	4
Mixed Breed/Unknown	2	0.125	2	0.75	0	3.4285714286	2	1.5	1	0.25	0.25	2.6666666667	2.3333333333	1.5
Australian Kelpie	1.5555555556	0.625	3	1.75	1.5	3.625	2.75	1.25		1.625	3	3.1666666667	4	4
Australian Kelpie	2.3333333333	0.25	3.25	0.5	2.75	3.875	3.25	0.75		1.5	2.6666666667	3	4	3.5
Golden Retriever	0	0.125	0.75	0	0.75	2.6666666667	3	0.25	0.1666666667	0.75	0.75	1.5	1.1666666667	3.5
Chihuahua	2.1111111111	2.1428571429	2	2	2.5	2.25	3.75			0.625		2.1666666667	3	4
Irish Setter	0.6	0	0	0	0	1.75	2.25	3.5	2.1666666667	0.375	0.75	1	0.8333333333	0
Irish Setter	0.7	0	0.25	0.25	0.75	3.375	2.5	0	0.6666666667	0.375	0.5	1.8	2	0
Irish Setter	1	0.125	0.25	0	1.25	2	2.5	0	0	0.5	0.25	3.8	2.1666666667	3
Australian Shepherd	1.9	0	3.5	0.5		3.375	2.5	3.5	0.5	0.25	1	2.6666666667	3	3
Shetland Sheepdog	1	1.375	2.25	0	1.6666666667	2.25		0.75	0.3333333333	0.75	0.25	3.1666666667	3	2.5
Shetland Sheepdog	0.5	0.125	0.25	2.25	0.5	3.25	2.5	0.75	1	0.375	0	2.6666666667	1.8333333333	2.5
Chinook	0.7	0	1.75	1.5	0	2.875	3.5	1	0.3333333333	0.75	0.25	3	2.6666666667	1.5
Chinook	0	0	0	0.25	0.25	2.25	2.25	0	0.3333333333	0.375	0.25	2	1	2
Mixed Breed/Unknown	0.3	0	1.75	0.5		2.625	1.75	0	0	0.75	0.5	1.8333333333	2.1666666667	2
Siberian Husky	0.2222222222	0.375	1.5	0	2	3	3.25	0	0	0	0.25	1.6666666667	1.2	1.5
English Springer Spaniel	1	0	0	0.25	0	3.75	2.5	0.25	0.3333333333	1.25	0.25	2.3333333333	4	4
Maltese	0	0	0.25	0.25	0.25	3.375	1.5	0	0.6666666667	1	0.25	2.1666666667	1.6666666667	2.5
Mixed Breed/Unknown	1	0	0.5	0.5	0	2	2.75	0.25	1.3333333333	2	1.25	3	3.8333333333	2
Australian Cattle Dog	0.6	0.125	4	0	0.5	2.5	3.5	0	2	1.375	1.6666666667	3.3333333333	4	3
Mixed Breed/Unknown	0	0	0	0.75	0	1.625	3	0	0.1666666667	0	0.25	2.8333333333	1.5	1
Mixed Breed/Unknown	0.9	0	1.25	2.5	0.25	3.875	3.25	3	2.3333333333	0.125	0.25	2.3333333333	3	0
Belgian Tervuren	0.6	0	0.75	1		2.5	2	0.75	0.8333333333	0	0.5	2.5	2.8333333333	3
Doberman Pinscher	0	0	0	0	0	3.375	2.5	0	0.1666666667	0	0	0	0.3333333333	1.5
Doberman Pinscher	0.2	0	0	0	0	3.375	2.5	0	0.6666666667	0.125	0	1.3333333333	0.6666666667	1
Akita	0.5	0.125	1.75	0	0.5	2.25	2.25	0.25	0.1666666667	0	0.5	2.5	2.1666666667	0
Pit Bull mix	0.4	0	0.25	0.25	0.25	3.125	2.25	0	0.1666666667	0.25	0	1.6666666667	1.6666666667	0
Rottweiler	0.4444444444	0	3.3333333333	0	1.5	3.625		0	0	0.125	0	1.6666666667	1.8333333333	0
Rottweiler	0.25	0				3.625		0.25	1.6	0.125	0.75	2.3333333333	2.6	1.5
Mixed Breed/Unknown	1	0	0.5	0	0	2.375	1.25	0	0.6666666667	0.125	0	1	1.5	1.5
Cairn Terrier	0	0.375	2.6666666667	0	2	3.1428571429	4	0	0.5	0.125	0	2.3333333333	1.8	2
Australian Cattle Dog	0.3	0	0.25	0.5	0	3.125	2.25	0	0.8	0.5	0.5	1.4	2.4	3
